"ANKIB1","LIG3","DBF4","HFE","ATP2C1","RUFY3","AQR","ARNTL2","EDC4","RAB27B","LSG1","DSG2","HERPUD1","POLQ","LAMA3","LAMC2","PARP12","ZNF76","SEC61A2","CHFR","SRI","LRCH4","UBE2K","REXO1","RAPGEF3","CD59","RRN3","ALG9","LAG3","RAB11FIP3","ALKBH5","TMEM101","CDC45","SH2D3C","SRPK1","HNRNPH3","KLHL22","HMGXB4","HDAC10","PLEK2","RSPO4","TAF1C","MTFMT","ESRP1","CHRAC1","KCNN4","DMPK","IL27RA","MIER2","PLEKHA4","CRTC1","ZNF14","RUNDC3B","CDK6","BET1","MET","TAX1BP1","RLN1","UNC119","GNRHR","OSBP","CD81","SLC35F2","OAS2","TFEB","TFG","TP53I3","KCNJ13","TRIM67","RNF2","RPL21","WWP1","HJURP","IL17C","TREM1","NRSN2","SBDS","BEST3","MPST","PRKRIP1","MOSPD2","GADD45G","DNMT1","LRP3","ATP6V1E1","CAP1","ACAP3","TOP2A","PRMT7","SLC39A11","MRPS36","TIMM17A","ARHGAP32","PRR5L","NAT10","BRIP1","USP20","RNF121","KIF23","HAUS2","CLCA2","PNPT1","CENPO","MYPN","HCN4","FGF5","SHROOM3","VAMP1","VPS37B","RHOF","MBNL2","CMTM2","DPEP3","GFOD2","PELP1","PADI1","NXPH2","PHOSPHO2","EIF2A","NCEH1","SRD5A1","CDCA5","TATDN1","PLIN2","LRSAM1","DGKZ","CHEK1","DUSP15","EPS8","PTPN14","ZNF256","CAST","SLC25A27","TMSB4Y","WNT7A","PEX10","B4GALT5","HTR6","ZNF276","RACGAP1","FLYWCH2","TTC9C","PDZK1IP1","FBLIM1","MSX1","IWS1","S100A12","LRRC58","ZNF148","PIGX","F2RL1","TRA2A","MELK","LRRC18","REEP3","E2F7","TMCO5A","NOLC1","ZNF3","ZSCAN21","STAT6","MYO5B","ZNF23","NFKBID","ZNF83","SETD5","TM4SF20","P2RY12","ZNF804A","ARMC10","RNF139","LRRC8E","BPGM","ZMAT3","C11orf86","PRPF8","NPAS4","MRPS22","EIF1AD","RAB6A","LYSMD3","ZNF404","ANAPC2","B3GNT8","ZNF491","HNRNPA0","TMEM139","GPC5","SPDYE7P","D2HGDH","DDX60L","FAM181B","C8orf33","NDN","RBM10","AP2A2","MYBL1","FAM186A","C15orf41","UBE2H","MESP2","EVL","HRH1","TRPV1","PGAP1","MYO5A","S100A10","MBP","MIER1","ZNF485","HLA.DRB5","WDHD1","TYW1","TAP2","GABBR1","SAMD9","SYT3","LTC4S","GPC2","PEX26","LINGO3","TNFRSF13B","RPSAP52","CDK3","TUG1","RACGAP1P"
15.68,11.06,4.08,5.07,31.57,9.64,12.05,9.03,12.85,31.22,11.6,95.33,58.65,1.03,38.15,50.98,16.3,7.82,1.33,8.55,66.59,12.22,16.45,5.76,2.32,211.09,12.73,9.86,0.1,6.69,25.63,11.12,1.91,1.35,27.6,16.5,4.71,7.08,6.79,58.75,0,3.93,4.85,33.64,11.99,30.93,8.65,2.11,5.08,3.13,2.23,2.83,0.17,6.44,6.75,37.37,64.97,0.03,6.9,0,20.65,120.63,7.21,7.46,4.74,35.29,18.75,0,0.01,11.11,45.77,24.8,1.64,0.08,1.76,1.78,36.1,0.02,74.35,6.37,5.95,2.73,10.1,4.53,38.82,141.52,5.64,9.51,10.23,19.39,9.77,15.21,19.89,4.24,12.41,1.11,5.23,8.83,3.35,6.68,0,10.88,1.7,0.17,0.06,0.34,51.23,1.43,21.33,25.22,29.86,0.11,0,4.61,7.03,0.22,0,2.17,48.1,7.67,5.78,1.97,9.8,30.67,5.06,15.49,5.06,0.14,49.96,9.08,1.1,140.45,2.28,0.63,0.53,8.12,30.94,0.03,6.96,8.36,7.91,12.15,95.61,64.85,1.26,14.72,0,7.37,12.41,5.65,61.18,16.85,3.51,0,17.42,0.64,0.01,22.78,13.73,3.16,41.07,52.6,2.24,1.99,15.01,22.43,7.98,0.57,0.03,16.47,10.6,4.67,6.83,5.62,10.4,49.88,0.03,15.39,9.34,35.18,6.18,0.54,7.49,4.13,0.53,25.8,10.47,0.08,0.05,6.81,14.11,0.02,9.76,5.11,12.53,14.06,0.66,0.03,3.83,30.59,0.18,8.16,4.66,0.15,6.25,3.78,263.44,14.88,16.61,1.77,55.22,1.95,6.96,9.92,2.94,10.11,0.06,0.95,0.37,15.37,0,0.04,0.32,1.46,26.81,0
15.33,7.93,8.52,1.84,33.54,8.92,9.72,17.57,8.19,14.59,8.69,47.8,55.09,1.91,27.57,44.2,18.45,5,2.09,4.34,63.58,17.59,19.49,3.31,1.86,272.8,10.59,4.75,0.78,2.1,9.74,5.37,2.47,0.64,18.91,22.04,2.9,6.97,4.75,21.76,0.09,2.6,4.06,30.13,11.68,9.04,2.02,0.75,2.78,5.44,1.3,3.57,0.22,7.33,16.34,23.27,66.76,0.09,5.38,0,13.07,46.3,7.82,15.11,4.21,43.23,15.12,0.05,0.01,9.23,61.29,29.55,3.68,0.02,3.84,0.45,32.34,0.02,20.63,3.7,7.65,2.05,7.97,9.92,38.79,78.52,4.86,48.71,5.65,10.21,7.9,23.48,12.14,5.66,7.14,1.22,2.3,7.72,6.4,7.09,0.05,14.59,2.65,0.13,0.18,0.23,46.69,2.54,8.87,3.79,25.95,1.63,0.04,1.49,4.12,0.12,0,3.39,46.29,8.84,4.93,3.24,19.39,7.55,3.21,23.16,5.14,0.29,47.31,6.29,2.23,71.32,1.3,0,0.12,6.5,11.08,0,4.71,11.89,3.15,8.84,74.63,16.17,0.35,14.97,0.79,9.08,14.26,6.34,41.74,23.28,8.05,0.06,22.77,0.45,0.1,13.36,21.54,4.88,26.71,20.14,1.84,1.63,27.46,16.66,3.51,0.2,0.02,16.05,10.83,3.36,7.13,3.61,0.82,23.84,0.01,22.96,5.62,36.53,6.51,1.44,4.7,0.47,0.28,12.74,3.02,0.48,0,4.49,13.83,0.15,10.19,1.59,5.29,7.89,0.59,0.01,2.34,17.01,0.12,6.92,4.62,0.11,1.87,5.01,300.38,9.95,15.43,1.44,111.53,1.75,4.99,10.74,1.64,28.04,0,0.9,0.49,5.82,0.02,0.01,0.09,1.16,26.81,0
15.7,9.7,7.71,4.88,39.73,10.71,9.59,12.1,8.93,31.05,15.72,27.2,73.99,1.16,66.52,60.77,21.54,5.49,1.37,9.4,85.13,9.56,22.98,5.23,1.97,393.06,16.75,8.82,0.89,3.69,23.75,10.15,1.66,1.67,31.6,16.55,2.89,5.73,3.52,29.37,0,3.38,3.2,66.59,8.92,12.35,5.57,2.68,3.81,2.53,1.18,4.16,0.31,18.73,9.73,26.27,86.75,0.06,7.6,0,28.55,102.51,9.28,29.75,4.19,35.4,10.15,0.07,0.01,8.95,94.87,28.02,2.99,0.02,4.16,0.89,42.99,0.01,15.03,5.77,8.59,4.35,11.15,6.04,36.74,191.92,2.11,20.44,9.11,34.63,11.54,18.85,29.37,5.03,15.52,2.09,5.95,8.58,2.77,5.19,0.03,13.12,3.3,0.06,0.02,0.17,52.65,0.78,23.71,6.18,58.6,0.82,0.06,2.06,8.18,1.13,0,2.39,52.17,18.56,4.43,2.61,17.65,11.74,3.76,12.61,4.82,0.19,106.39,5.63,4.44,133.45,1.32,0,0.03,3.78,24.64,0.02,7.51,11.7,5.8,10.57,45.33,29.51,2.27,15.9,0.08,11.56,18.93,6.81,67.28,11.7,8.74,0.01,23.01,1.19,0,29.24,11.69,2.49,39.46,24.49,3.24,1.22,13.5,19.91,0.09,0.44,0.09,23.35,11.67,3.03,7.61,9.22,0.47,57.22,0,26.24,15.35,40.23,1.93,0.77,7.15,0.7,0.32,21.8,0.1,0.72,0,2.57,17.77,0.01,17.96,2.96,10.94,9.28,0.63,0.01,2.45,22.86,0,13.92,2.43,0.37,10.01,4.82,287.68,11.39,12.95,2.29,48.84,3.53,8.78,17.17,1.04,36.54,0,0.93,0.28,7.8,0.02,0.25,0.09,1.1,27.14,0
21.95,8.31,7.65,7.13,49.9,20.59,9.6,19.56,10.24,8.17,13.07,54.04,56.14,2.49,23.3,85.07,25.49,8.09,1.44,11.09,52.38,16.19,21.24,3.88,7.51,456.94,15.36,9.77,0.27,6.47,13.93,6.33,2.81,1.14,17.98,25.63,5.66,8.53,5.93,10.55,0.16,6.23,3.87,27.79,9.61,28.19,3.95,1.88,4.08,5.21,2.17,3.87,0.8,14.28,13.91,77.6,72.26,0.07,5.45,0,13.5,120.91,8.81,6.24,3.7,40.77,14.6,0,0,11.48,45.52,25.62,7.55,0.21,6,2.84,39.04,0.19,9.84,7.38,7.28,2.36,21.69,3.29,40.65,112.59,7.52,16.28,12.35,16.79,10.76,17.27,20.06,6.83,10.01,1.77,3.39,13.32,8.21,7.07,0.16,17.56,3.79,0.31,0.06,0.97,36.43,1.03,13.32,6.9,40.39,0.14,0,4.14,5.09,7.47,0.07,2.38,35.83,15.92,8.25,4.63,14.65,10.88,4.89,13.75,9.91,0.53,66.49,7.83,2.95,141.44,4.7,0,2.76,5.32,28.73,0.02,8.1,12.16,8.13,10.45,47.33,22.27,2.54,19.22,0,8.54,16.47,6.84,53.85,23.44,6.56,0.02,36.68,2.76,0,12.05,11.29,3.21,33.43,10.67,4.84,4.24,51.52,37.71,3.42,0.8,0.1,23.32,10.87,2.68,19.79,6.45,2.47,43,0,17.82,11.24,54.41,7.45,1.4,5.19,0.46,0.6,19.23,9.33,0.2,0,5.15,15.83,0.12,9.71,2.36,6.93,16.08,1.51,0.03,3.72,36.2,0.25,19.15,7.55,0.96,3.8,12.28,237.01,10.06,14.73,1.66,15.3,2.92,8.25,7.04,7.93,18.15,0.15,0.3,0.96,8.12,0.03,0.02,0.47,1.7,32.82,0
18.67,10.52,10.42,8.2,35.18,13.29,11.93,24.36,9.15,15.53,25.55,83.23,63.48,1.98,76.67,456.62,20.98,4.94,1.46,7.39,156.79,7.59,34.35,9.03,2.02,354.32,18.31,8.17,0.74,2.75,20.89,11.26,4.99,1.02,32.52,33.04,4.73,9.28,5.08,18.89,0,5.33,10.45,36.4,16.94,29.77,6.25,3.26,7.43,4.49,1.72,4.76,0.14,9.72,11.58,97.27,106.99,0,5.82,0,22.22,103.41,16.67,68.07,5.76,61.8,13.15,0,0.06,8.32,28.72,21.99,4.92,0.03,6.86,1.86,59.92,0.04,54,7.14,5.96,1.31,13.29,6.12,51.82,246.78,4.4,31.94,8.86,33.52,9.17,32.89,24.4,4.01,9.87,3.01,3.76,10.68,12.54,13.93,0.01,18.7,2.16,0.06,0.01,0.7,57.64,1.27,20.88,25,30.38,0.28,0,3.62,4.93,8.21,0,2.4,47.24,43.37,5.41,7.08,26.73,13.57,5.53,11.04,8.45,0.26,67.89,12.92,0.82,63.06,0.77,1.42,5.84,17.26,48.14,0,6.93,15.63,5.5,14.88,180.39,24.6,3.21,16.7,0,11.32,17.12,12.56,23.17,20.28,7.01,0.03,92.74,1.83,0,16.34,12.4,3.23,31.25,18.01,4.01,2.2,7.11,29.36,0.05,0.06,0.04,61.5,19.56,3.35,21.97,5.93,0.02,23.29,0.06,24.15,15.9,47.39,7.63,1.45,6.09,0.67,0.27,30.94,17.95,0.08,0,3.48,20.25,0.06,14.19,6.55,10.07,9.51,1.89,0,6.14,51.92,0.3,13.01,8.81,0.53,1.17,4.78,402.49,7.81,23.16,2.17,17.7,2.66,7.33,18.83,3.08,52.2,0.05,0.12,0.37,12.21,0.04,0.02,0.87,0.73,32.19,0
17.81,5.98,7.28,4.32,31.69,14.31,11.81,35.74,10.08,6.98,15.9,60.53,48.32,1.07,132.12,307.78,12.98,5.05,1,7.66,57.21,23.4,19.81,3.82,7.34,369.93,18.35,8.98,0.65,6.72,16.8,11.54,2.07,2.36,20.36,30.88,6.06,8.4,3.74,39.01,0,6.35,5.6,16.77,11.38,16.79,5.62,1.57,4.5,3.17,1.48,2.73,0.85,22.06,15.12,73.75,64.56,0.14,5.4,0,15.19,91.07,16.9,14.9,2.46,42.31,23.83,0,0.01,13.52,44.35,16.23,7.86,0,3.26,2.54,55.67,0.02,15.14,6.29,6.98,1.07,12.26,4.03,46.81,124.51,6.9,27.47,8.17,12.85,11.86,23.43,12.62,4.94,9.64,2.21,3.61,7.38,8.1,13.79,0.31,12.58,3.58,0.04,0.01,0.23,15.92,1.32,13.81,14.59,34.04,0.09,0.06,2.89,4.63,13.09,0.04,1.98,44.02,8.78,4.71,3.48,25.87,61.38,3.93,9.52,6.86,0.5,32.88,15.62,2.65,122.44,3.03,0.11,6.44,7.17,26.63,0.04,6.89,15.4,8.09,12.89,2.7,20.36,1.66,17.48,0.08,11.39,13.74,6.39,27.28,31.92,7.58,0,49.78,0.48,0,25.97,13.92,4.5,34.76,10.43,4,1.49,21.34,26.15,0.02,2.26,0.07,20.67,15.64,1.5,15.42,8,0.1,28.84,0.03,23.69,12.06,34.82,9.74,1.88,5.99,0.47,1,21.62,15.58,0,0,4.52,10.53,0,17.33,8.64,8.24,16.45,2.12,0,2.67,35.26,0.06,17.01,10.13,0.13,2.53,10.05,530.91,12.42,17.29,2.45,47.43,4.25,6.6,8.05,3.49,21.84,0.03,0.62,0.41,8.54,0,0.03,0.91,1.47,37.9,0.02
19.06,6.96,6.27,5.68,19.09,8.89,11.42,2.5,7.46,1.09,7.23,57.24,57.82,1.11,57.43,72.96,6.46,4.62,2.16,6.97,46.11,9.36,11.08,4.31,6.17,60.78,15,11.37,0.07,6,22.39,14.08,1.77,0.22,24.61,36.85,4.56,7.1,2.98,11.38,0.01,2.23,5.88,28.07,5.25,1.55,1.21,0.42,2.75,5.04,5.03,2.64,0.12,5.65,8,38.13,53.37,0.04,4.85,0.01,13.26,91.21,6.95,0.77,5.57,27.11,18.64,0,0.08,14.69,53.63,18.65,7.38,0.02,3.11,4.95,46.85,0.02,19.3,4.42,9.87,7.18,7.81,10.86,47.32,70.14,5.04,14.94,10.62,6.79,25.82,31.9,8.87,1.4,8.02,2.32,4.35,4.43,4.79,8.34,0.1,14.22,2.93,0.04,0.02,0.06,2.61,0.48,6.91,0.97,25.62,0.09,0.04,2.1,5.98,0.14,0,5.05,74.9,5.35,9.79,2.04,20.23,20.16,2.56,16.32,4.46,0.38,15.67,5.19,0.06,117.57,3.44,0.88,0.02,5.05,12.6,0,3.02,13.94,9.92,10.86,0.73,20.7,0.97,22.67,0.14,8.91,11.06,6.88,12.41,15.02,4.63,0,18.65,1.5,0,22.82,10.07,3.26,28.1,35.7,1.89,1.45,9.54,12.09,0.03,0.12,0.28,19.29,11.97,3.15,4.15,4.26,0.02,28.81,0,19.58,6.35,30.9,10.03,0.66,3.41,0.92,0.58,30.83,0.11,0.01,0.03,5.59,0.98,1.36,6.19,9.82,14.24,16.03,0.71,0.01,3.74,19.44,0.03,7.31,1.79,0.04,2.57,5.97,80.78,11.82,14.68,1.72,25.85,2.46,9.11,3.3,2.72,2.54,0.1,0.35,0.15,6.13,0,0,0.24,1.22,17.86,0
16.85,10.08,5.31,5.7,28.01,22.22,7.55,63.77,16.75,5.17,17.56,26.98,25.03,6.77,51.92,159,30.1,8.89,3.16,21.39,43.89,23.12,12.33,5.33,4.98,118.37,7.61,6.76,1.45,8.9,5.96,5.8,3.16,0.27,25.99,26.92,3.7,8.63,20.53,19.77,0.52,8.65,5.36,30.72,7.29,31.62,10.03,1.56,4.09,12.76,4.48,3.01,0.02,16.12,5.64,50.78,30.41,0,6.06,0.03,11.15,20.36,7.76,3.97,5.41,21.1,14.02,0,0.02,6.34,37.35,26.52,14.83,0.06,1.79,1.73,12.08,0.09,20.49,8.68,5.68,0.86,24.28,1.98,17.05,36.91,15.09,27.01,11.12,19.79,3.15,27.13,20.97,6.44,11.19,2.39,1.79,10.5,16.69,3.79,0,38.36,4.19,0.32,0.48,1.22,40.82,4.08,26.63,10.37,25.08,0.41,0,3.27,5.22,0.42,0,3.15,49.05,4.45,5.66,5.03,8.86,9.51,6.15,20.46,12.71,0,190.96,11.02,1.17,62.58,0.76,0.04,0.62,3.34,16.3,0.03,13.06,7.89,2.21,10.09,5.85,34.19,0.25,22.51,0,6.96,20.08,6.83,31.85,41.43,4.95,0,20.1,2.57,0,14.99,11.55,1.57,52.35,14.85,2.32,6.39,82.29,55.55,1.17,0,0.04,12.53,3.46,3.23,3.1,6.9,3.85,33.97,0,11.96,6.75,20.08,2.9,1.35,5.72,0.4,0.22,11.83,0.25,0.23,0,14.11,24.28,0,9.7,0.16,9.98,19.66,0.52,0.18,4,20.09,0.1,5.68,3.21,3.41,4.05,6.55,180.25,11.53,9.64,2.72,3.41,2.72,6.1,10.66,28.15,3.9,0.02,0,0.99,12.55,0,0.05,0.8,6.39,37.36,0
15.81,7.2,4.74,7.32,35.25,8.6,6.95,3.65,7.69,17.92,11.43,92.4,58.59,0.47,21.1,17.52,27.02,6.72,2.26,8.13,37.63,7.39,19.83,8.34,1.13,170.27,10.52,9.3,0.87,4.86,25.08,8.24,0.53,2.16,16.87,24,4.36,4.89,3.91,9.95,0.02,2.83,3.35,18.9,10.86,1.23,3.06,2.28,3.33,4.44,2.74,5.38,0.81,2.35,11.98,46.72,52.42,0,10.77,0,24.97,53.4,1.75,14.09,4.76,52.07,25.88,0.21,0.05,11.09,36.87,16.66,0.98,0,0.55,2.86,32.97,0.03,8.74,5.92,7.83,3.21,6.94,13.11,33.85,66.47,2.96,5.72,5.66,11.18,11.2,11.85,36.77,2.1,7.03,0.79,3.89,10.11,1.51,5.8,0,8.7,2.13,0.03,0.01,0.21,9.01,0.76,8.45,2.74,56.33,0.13,0.08,2.77,5.19,0,0.05,3.92,57.27,6.93,2.93,1.23,13.88,36.73,1.6,20.35,2.26,0.15,33.32,7.27,4.19,79.91,1.53,1.7,0.01,4.32,9.58,0,4.91,4.49,5.83,16.5,2.67,30.91,0.85,14.45,0.11,17.72,23.31,9.68,6.53,15.96,1.59,0.05,21.34,0.24,0,11.65,9.43,3.91,35.42,16.65,1.93,1.91,16.76,15.23,0.51,1.25,0.1,26.23,17.97,1.38,5.91,13.8,0.13,33.49,0.04,24.96,9.23,40.48,0.66,1.06,4.07,1.42,1.46,20.99,0.73,1.04,0,5.11,4.9,0.36,9.27,4,9.42,23.17,1.04,0,2.5,31.99,0,24.17,0.47,0.36,5.91,6.96,132.42,31.07,14.75,1.8,38.99,5.61,7.06,10.36,2.51,13.36,0.08,1.4,0.16,6.9,0,0.28,0,1.96,27.97,0
17.46,6.63,6.97,6.7,25.16,15.55,8.34,11.03,8.02,0.46,15.87,44.3,86.25,0.86,99.93,93.94,16.21,6.95,1.99,8.04,62.28,12.85,20.24,3.57,2.03,134.31,12.98,8.38,4.39,6.18,42.9,7.8,0.91,2.39,30.05,21.18,4.1,6.42,5.95,22.4,0,4.35,5,26.85,12.39,23.5,18.16,2.31,3.47,6.86,2.23,5.99,0.34,18.73,10.18,33.31,94.41,0.04,7.39,0,16.71,78.39,6.82,11.83,8.79,25.27,7.63,0,0.01,13.34,33.23,36.13,3.81,0.18,2.11,3.04,39.12,0.03,12.99,6.27,5.96,1.6,7.55,4.17,28.46,132.89,4.87,18.38,5.49,23.11,6.53,17.09,17.54,3.61,6.1,1.2,3.58,8.34,3.02,6.39,0.26,10.38,2.36,0.18,0,0.43,35.51,0.89,17.4,8.1,43.49,0.15,0,2.66,6,0.08,0.06,3.17,43.42,17.13,4.91,2.3,11.64,20.21,3.63,9.89,3.07,0.3,35.71,8.9,3.05,102.91,1.1,1.42,0.05,5.31,19.11,0,5.42,6.04,7.03,12.98,11.79,40.73,1.03,17.07,0,9.16,12.9,6.41,28.04,25.95,3.27,0.04,19.34,1.02,0,19.42,8.89,3.34,29.99,13.2,1.34,2.45,16.69,21.83,0.08,0.66,0.05,19.35,14.25,2.46,7.17,8.31,0.13,34.92,0.01,17.26,10.82,46.74,1.14,0.55,4.79,2.23,0.29,22.83,1.96,0.18,0,4.58,12.72,0.33,10.23,7.64,7.43,10.34,0.77,0.04,2.6,27.24,0.17,18.41,2.6,0.78,3.25,5.64,239.16,13.83,22.88,1.4,48.82,2.56,7.04,11.25,3.52,16.85,0.2,0.94,0.14,4.91,0,0.48,0.18,0.94,30.28,0
64.13,6.92,8.73,1.59,40.16,8.06,5,60.58,9.24,3.72,8.58,72.68,46.96,0.93,317.82,588.65,17.67,5.2,2,11.51,67.3,4.92,22.34,3.88,2.83,593.92,13.92,6.32,1.77,4.55,14.29,8.63,1.24,1.13,24.7,37.13,7.41,9.06,3.92,56.48,0,4.31,6.49,20.02,18.91,22.02,3.02,3.53,4.7,1.31,1.79,0.9,0.22,267.32,7.34,54.29,82.53,0.04,4.32,0.02,19.65,73.81,23.94,25.58,3.23,57.55,31.41,0,0.01,15.09,31.52,24.89,3.79,0,10.02,2.67,75.88,0.15,11.52,4.34,8.1,0.3,9.08,0.84,46.36,117.88,5.02,9.53,6.87,6.44,8.13,20.33,8.83,3.6,11.45,1.32,1.41,9.27,5.63,6.98,0.03,12.22,1.73,1.79,0,4.62,1.94,1.38,15.69,27.16,17.54,0.2,0,2.61,4.34,6.75,0,1.03,45.95,11.43,3.8,2.84,9.51,34.81,4.94,10.14,5.78,0.24,28.49,14.07,1.95,155.3,2.94,0.36,1.87,7.59,20.62,0,5.27,6.96,5.26,11.73,16.48,21.15,2.17,17.09,0.93,7.53,13.84,6.92,22.5,34.25,3.94,0,26.83,2.59,0,30.37,5.6,1.54,35.26,4.39,3.1,1.65,32.6,19.67,0.03,0.08,0.04,15.88,5.54,6.17,4.16,4.3,0.09,26.38,0,19.89,10.84,31.81,9.38,0.46,4.39,0.38,0.3,15.99,1.19,0.96,0.05,4.65,36.36,0.06,4.71,1.94,9.16,15.97,1.37,0.01,1.11,18.98,0.11,9.38,7.26,0.49,2.56,7.26,380.49,6.96,24.09,2.34,51.46,3.11,8.08,14.81,9.65,17.08,0,0,0.19,6.93,0,0,0.87,1.41,29.64,0.04
23.66,13.12,9.84,5.19,36.36,19.26,18.34,40.22,9.98,11.74,19.46,62.37,44.28,1.99,62.28,358.03,50.15,7.04,2.89,8.25,50.32,12.49,25.45,6.13,9.99,286.88,13.96,10.62,0.27,6.31,18.52,9.49,2.89,1.62,32.94,29.75,9.55,15.44,4.55,13.63,0.02,7.38,9.63,57.77,19.23,10.77,5.89,2.78,5.97,4.9,1.97,1.42,0.17,52.94,13.95,64.39,63.4,0.15,7.09,0.23,21.02,118.92,10.69,78.61,8.76,56.22,12.32,0,0.04,16.33,35.6,43.46,4.8,0.2,25.93,2.23,58.13,0.37,13.16,12.58,6.45,2.43,16.81,1.97,36.31,162.07,11.24,15.93,10.85,17.67,10.37,30.86,23.23,5,12.88,2.15,4.84,9.72,8.44,10.79,100.07,23.55,2.76,0.07,0.03,0.65,7.41,1.83,16.85,1.82,29.96,0.24,0,3.09,5.05,4.66,0,1.86,65.39,12.91,25.01,3.65,30.08,39.07,6.97,11.7,9.06,0.31,17.75,25.24,1.06,204.83,3.49,0.89,1.1,6.21,19.62,0,11.68,12.77,8.75,14.38,100.08,22.81,0.99,21.6,18.05,13.48,21.31,9.69,12.71,34.32,7.37,0.05,21.47,3.71,0.08,30.15,15.86,3.84,49.32,7.25,4.03,2.58,11.93,32.48,0.16,0.26,0.11,32.46,20.17,3.4,20.06,10.88,0.11,33.35,0,25.99,15,48.28,8.05,0.56,8.98,1.46,0.54,20.45,1.09,0.13,0,8.37,26.17,0.04,15.57,5.81,9.24,15.48,2.07,0.04,3.89,77.22,0.11,12.11,4.12,0.53,9.37,17.29,596.81,15.89,21.45,2.51,20.05,4.07,9.34,17.02,8.48,130.92,0.3,1.41,0.77,5.94,0.02,0.17,1.7,2.09,64.91,0.04
39.1,14.79,29.11,4.46,33.01,18.75,9.51,16.32,15.06,16.16,21.71,73.25,76.03,4.05,10.87,37.44,26.57,8.53,3.29,14.6,113.41,58.28,24.24,5.65,6.62,73.39,12.33,8.64,0.28,9.37,14.67,5.13,3.95,1.71,31.2,32.34,7.41,7.4,6.19,11.16,0,7.98,5.75,75.13,15.66,1.56,9.7,2.06,4.46,2.44,2.29,4.49,0.32,28.61,29.3,20.83,79.1,0,6.22,0,15.98,36.17,0.94,5.57,4.05,45.93,6.91,0,0.03,7.69,52.82,35.28,8.73,0,9.22,6.23,51.7,0.06,7.71,8.09,6.21,3.71,19.97,2.42,21.2,79.83,8.3,34.13,13.86,28.59,4.92,18.89,16.61,10.85,13.56,4.64,5.54,9.08,7.41,5.74,0.14,17.89,6.07,0.06,0.01,0.73,40.22,0.99,20.35,1.88,21.65,0.74,0.1,3.39,4.56,0.09,0.16,3.83,28.28,12.05,6.83,4.94,22.51,10.28,7.04,11.39,6.74,0.06,33.18,5.8,0.79,70.82,6.45,0,0.01,4.73,16.3,0,9.27,11.52,5.31,8.02,30.15,23.79,0.82,17.42,1.23,10.56,15.27,7.63,10.55,47.02,8.28,0.03,14.63,2.66,0,15.61,54.42,10.47,30.39,31.07,5.69,4.02,30.37,45.11,0.9,0.14,0.15,20.32,16.83,2.31,7.5,5.39,0.07,34.73,0.32,13.03,10.97,30.66,5.1,0.48,11.08,2.4,0.64,17.23,0.61,0.01,0,7.55,15.19,0.29,25.69,2.66,11.19,14.74,1.56,0.2,2.6,22.51,0,11.77,4.87,1.28,4.82,5.51,153.14,16.62,24.98,1.42,6.81,4.33,12.2,5.48,7.17,19.08,0.13,0.65,0.95,7.07,0,0.08,0.09,3.82,36.51,0
12.94,7.49,5.76,4.54,38.56,10.95,9.52,13.73,9.19,22.93,12.56,180.87,49.99,1.41,68.03,68.06,16.28,6.72,2.13,10.86,83.39,10.7,29.03,4.55,3.71,255.92,12.37,7.58,0.11,5.38,62.34,11.77,2.51,0.38,26.77,29.48,5.27,8.79,10.3,14.51,0.03,6.07,6.18,31.45,10.58,17.94,4.48,1.33,4.13,5.75,2.15,3.51,0.24,7.3,11.21,50.32,64,0.03,6.01,0,19.16,62.33,6.01,20.69,5.88,34.29,10.71,0,0.01,8.86,35.34,19.39,3.04,0,4.66,1.24,31.45,0,31.99,5.98,6.72,3.62,9.22,1.15,36.91,85.13,5.08,11.93,8.27,18.84,10.27,15.8,15.94,6.58,7.44,1.77,1.93,7.93,4.76,7.31,0,9.75,1.36,0.31,0.25,0.52,62.62,1,16.76,6.11,33.86,0.08,0,3.28,3.08,0.12,0.07,3.79,35.5,14.32,7.5,2.84,11.55,12.05,3.98,11.62,5.01,0.1,40.13,6.85,0.33,95.02,1.47,0,0.04,5.65,17.09,0.02,5.76,8.75,7.5,12.79,89.48,45.05,0.41,15.55,0,10.18,14.63,6.96,29.76,17.32,3.25,0,23.16,1.41,0.88,15.02,9.84,3.12,32.87,21.02,1.92,2.8,9.64,27.42,0.93,0.27,0.01,23.16,10,3.39,7.74,4.13,0.93,23.87,0.03,13.68,10.26,35.92,8.15,1.08,3.63,1.04,0.57,15.94,13.23,0.38,0.06,5.67,17.91,0.04,6.74,3.28,8.57,13.2,0.53,0.02,3.96,21.36,0.31,7.12,1.42,0.31,2.19,3.09,314.85,8.36,21.35,0.97,13.45,2.27,5.22,9.46,3.35,16.17,0.06,0.64,0.18,10.51,0,0.02,0.24,1.95,32.35,0
