"SS18L2","SLC30A9","SLAMF7","PITHD1","NDC1","ALDH18A1","PLPP1","SLC44A1","TOP2B","TM9SF3","AACS","TESC","UNC13D","SIRT1","ABL1","SNPH","CRISPLD2","FOXF1","PRSS33","DKK4","CCL24","SFRP4","PKD2L1","LAMTOR3","MLEC","CILK1","TUSC2","SF3B1","FARSB","ICMT","ELAPOR1","SCAMP3","AKR1A1","STX12","EPHX2","NUDT10","PLP1","ATG4C","HNRNPH2","SAT1","ACE2","MAP3K10","SLC35D2","ADGRE3","SH3BP5","PPP1R1B","MATN2","SARAF","UBQLN1","GLS2","IGF2BP3","SLC31A1","GPAT3","MTMR6","SUOX","NABP2","SLAIN1","TRIM65","IGFBP4","IL19","WDTC1","PRUNE1","SELENBP1","ARNT","CTDSPL","LRIG1","DOCK11","RSU1","ADRA2A","CRIM1","RILPL2","QDPR","SPARCL1","RPIA","THY1","C16orf74","MAGED4","ACSS1","PXYLP1","BRPF1","ZFYVE9","TMED6","ICOSLG","UBE2Q1","COX7A1","AQP5","PMVK","SNHG16","ZNF589","WDR82","SCRG1","SVEP1","NDRG2","PKD1L2","MFAP4","URM1","ZNF528","NUDT8","ENTPD3","APEX2","CRTAP","RNF34","LRRN3","MSL2","DES","KCNE3","MAGEF1","SPTY2D1","AMIGO1","SYNM","FAM43B","ATP6V0A2","NDUFA4L2","LEMD1","NKRF","ENTPD5","ZDHHC9","MPZL1","MAN1A2","FAM3D","TUSC1","RN7SKP72","RN7SKP250","SNORA38","RN7SKP76","SAMD13","HSPA1A","RNVU1.7","IGLV6.57","IGLV2.23","IGLV2.14","IGLC1","IGHA2","IGHA1","IGHV3.15","IGHV3.49","LTC4S","TMEM167B","GPR89P","RPS27AP11","SIRPAP1","SEC63P1","LINC01713","LINC02038","PFN1P3","CYCSP52","RN7SL507P","RN7SL709P","IGKV1D.16","IGKV3.11","INMT","RN7SL504P","RN7SL299P","RN7SL278P","RN7SL679P","MARS2","OR7E28P","ATXN7L3B","DENND11","TMEM238L","LINC00667","RN7SL664P","RN7SL451P","RN7SL300P","SETBP1.DT","MIR497HG"
17.04,34.2,2.71,21.8,13.22,44.97,18.46,56.74,50.12,178.11,12.12,168.21,10.63,5.71,12.25,0.53,36.77,3.95,0.28,7.69,2.34,59.93,0.12,34.06,45.21,10.71,10.86,126.68,20.13,26.11,16.58,31.63,63.03,26.24,7.59,0.37,0.33,3.67,44.96,259.95,1.26,1.91,36.83,0.27,6.39,68.83,14.38,136.98,47.59,0.46,2.87,12.94,1.66,12.04,4.01,14.42,10.43,6.29,52.8,0.06,12.45,10.83,24.78,15.09,33.62,26.72,4.93,21.92,6.96,39.81,10.36,5.4,39.69,14.07,35.57,0.21,0.55,11.47,4.87,5.04,10.43,1.12,5.72,33.18,4.18,3.65,14.77,82.24,3.3,30.45,0.53,6.13,26.78,0.08,22.57,21.43,4.95,4.89,8.37,5.77,42.75,22.22,0.18,11.14,2.61,47.94,20.29,11.56,1.59,1.47,0.19,18.68,1.14,26.81,5.57,4.82,19.77,143.45,21.61,31.61,2.52,0.09,0.66,8.33,0.75,10.32,50.84,950.63,2.55,17.1,26.84,81.84,37.07,148.2,6.37,1.95,1.16,23.23,0.43,0.05,0.59,0.52,0.16,5.05,0,0.01,0.25,0.34,0.91,22.87,7.98,0.74,0.09,0.17,6.75,4.1,0,37.71,14.23,8.04,13.29,1.14,0.5,2.19,0.23,1.23
7.81,26.92,2.73,15.95,7.37,31.95,12.38,41.73,38.05,185.47,8.05,55.04,7.41,8.08,13.69,0.78,45.31,5.1,0.08,3.7,1.95,93.12,0,30.08,38.24,8.05,9.08,87.28,9.25,23.17,4.15,18.24,48.74,20.44,2.49,0.5,0.19,3.37,31.72,245.51,1.36,2.41,20.62,0.74,8.92,24.08,2.71,90.21,37.57,0.56,0.96,11.45,2.28,7.48,4.53,7.36,3.63,3.74,117.45,0.1,13.09,7.84,21.33,15.75,20.51,14.63,7.81,17.04,4.49,32.06,6.72,4.93,47.91,6.15,49.84,0.44,14.25,8.1,5.49,4.28,5.84,0.11,4.27,29.06,4.7,27.59,7.82,50.38,2.17,23.13,0.74,5.25,20.07,0.31,20.79,14.09,4.38,3.29,2.21,3.31,35.06,8.84,0.27,8.97,0.18,31.62,18.84,9.65,1.27,0.99,0.28,7.28,2.13,2.88,3.65,17.71,17.45,123.77,14.63,41.35,3.22,0,0.24,21.8,0,1.36,60.64,753.28,21.41,53.21,152.41,259.03,132.89,576.46,45.2,22.9,0.68,15.7,0.06,0.21,0,0.24,0,1.96,0,0,0.26,0.52,1.67,102.81,8.75,0.16,1.12,0.53,10.93,2.25,0,19.31,9.72,3.43,9.64,0.25,0.13,2.33,0.11,1.38
9.35,24.39,0.87,17.32,9.61,47.73,11.53,56.26,29.76,114.98,10.2,47.36,6.5,5.45,13.48,0.59,24.44,3.82,0.12,1.96,13.26,30.31,0.08,20.34,27.89,8.15,8.08,94.97,13.74,23.38,60.69,16.88,68.17,19.81,16.14,0.39,0.01,3.36,30.31,216.26,10.81,2.54,33.14,0.1,7.52,95.43,15.3,97.53,34.13,0.37,0.5,11.59,3.76,9.71,4.64,11.2,5.43,7.06,73.2,0.06,14.15,5.66,24.54,11.42,32.33,25.73,2.9,19.1,18,43.24,6.25,9.17,24.24,10.63,25.05,0.16,0.68,12.63,5.25,5.38,8.98,0.37,8.06,18.18,6.42,28.94,9.19,71.24,3.01,26.19,0.61,6.53,27.6,0.11,16.54,19.66,5.63,7.88,4.46,5.5,34.88,12.45,0.31,7.24,0.13,35.84,15.96,16.24,1.59,1.19,0.03,7.18,48.43,1.27,4.09,14.2,18.39,72.07,13.87,55.27,1.21,0,0.42,7.04,0.31,4.18,322.65,575.37,1.54,4.64,16.23,18.04,18.84,59.38,2.23,1.23,0.95,16.47,0.04,0.07,0,0.37,0.16,3.62,0.04,0,0.35,1.17,1.11,9.85,10.28,0.31,0.37,1.62,10.32,2.52,0.07,37.82,9.09,13.16,13.25,0.56,0.46,2.58,0.3,1.49
11.33,25.02,6.66,15.21,5.98,19.65,7.31,28.91,24.51,86.72,4.75,15.13,2.9,6.08,7.47,0.27,12.81,1.31,0.07,3.33,2.36,4.76,0.17,33.28,13.23,4.03,4.34,80.24,12.26,20.38,5.55,13.83,37.18,16.77,3.89,0.04,0.05,2.38,22.41,332.59,4.63,1.12,12.78,0.34,5.45,48.85,9.99,78.9,32.82,0.2,7.19,11.42,3.2,6.78,2.44,7.91,1.64,2.92,26.06,0.01,5.95,4.67,22.71,12.68,10.72,7.08,4.83,13.82,1.58,19.58,4.34,5.01,13.44,4.25,6.51,1.2,1.48,4.79,2.88,2.83,3.09,0.29,1.92,17.45,1.28,15.38,8.89,28.15,1.69,11.79,0.15,0.95,21.99,0.27,3.08,9.37,12.63,3.92,1.35,2.94,15.94,7.35,0.12,6.67,0.37,17.2,10.59,13.26,0.68,1.49,0.04,3.76,2.44,9.26,3.3,3.19,10.54,68.51,10.65,20.62,1.59,0.46,1.55,33.24,0.47,1.3,72.12,2129.76,2.66,13.59,46.76,54.74,11.78,62.99,5.82,3.74,0.9,14.32,0.1,0.15,0.14,0.18,0.02,1.55,0,0,0.9,1,1.7,25.56,2.25,0,0.48,1.21,23.94,1.5,0.05,9.78,6.3,1.58,8.88,0.8,1.04,1.47,0.1,0.15
12.49,30.47,16.38,11.49,11.53,37.1,14.94,46.85,33.6,159.19,9.98,113.19,6.12,8.91,16.69,0.56,27.89,2.83,0.57,7.58,22.29,45.63,0.25,26.48,35.59,13.2,9.61,92.5,20.27,15.52,75.28,38.66,115.78,12.79,4.67,0.22,0.01,4.05,42.6,302.81,14.98,1.96,36.46,1.37,6.91,21.02,9.5,73.43,63.09,0.79,0.26,27.9,2.87,13.62,4.91,7.36,10.74,5.89,19.46,1.53,8.92,10.6,30.92,26.07,33.2,19.74,6.95,17.1,1.47,27.32,12.05,7.41,25.6,14.16,24.58,0.14,0.37,6.04,3.04,4.68,10.28,0.36,8.51,53.81,3.39,13.1,12.9,75.44,2.16,30.34,0.23,4.53,17.58,0.14,7.98,30.74,2.8,4.43,2.63,4.82,42.21,15.58,0.19,12.89,0.25,34.28,20.6,12.44,0.77,1.27,0.07,14.89,1.68,0.55,5.14,43.98,14.94,82.17,10.37,1.68,4.66,0.32,0.14,9.15,1.42,1.41,14.8,983.62,26.49,187.74,397.03,729.77,313.87,1685.96,110.99,104.82,0.93,11.57,0.04,0,0,0.69,0,1.34,0,0,0.8,0.48,8.71,481.88,6.17,0.8,0.08,0.8,8.91,4.78,0.02,41.65,15.76,8.68,21.42,1.08,1.58,2.19,0.08,0.78
8.91,32.18,3.49,11.23,7.64,13.45,13.83,20.68,34.45,77.78,7.83,18.34,23.84,4.26,9,0.54,15.03,1.53,0.99,0.62,1.24,20.94,0.08,29.07,25.3,5.04,6.93,98.08,13.77,20.97,4.65,11.09,32.49,15.13,2.6,0.1,0.07,3.21,23.96,254.95,1.34,1.85,8.93,0.37,5.56,15.12,6.86,65.56,28.8,0.65,19.4,9.22,4.99,11.29,5.95,8.63,2.65,4,46.74,0.12,7.45,3.95,6.35,10.38,21.9,9.73,4.38,18.28,1.66,30.75,5,5.68,34.48,5.44,22.23,2.81,3.54,6.83,5.42,4.61,4.91,0.45,2.14,13.95,2.28,26.7,5,25.85,2.03,20.41,0.53,3.49,17.92,2.37,7.1,9.28,16.3,3.84,2.15,3.71,23.01,10.13,0.16,8.71,1.22,2.76,15.34,11.82,0.7,1.08,0.11,7.77,1.38,3.82,3.22,4.73,7.69,34.32,13.82,24.79,1.52,0.14,0.38,18.67,0,1.15,50.29,2517.56,0.61,1.97,5.86,26.92,8.75,46.28,3.86,0.72,0.3,13.27,0.02,0,0.27,0.42,0,0.28,0,0,1.13,1.12,0,5.04,5.12,0.35,0.62,0.99,18.17,1.97,0,17.42,7.15,1.38,10.06,0.68,0.97,1.63,0.23,0.77
9.51,30.17,0.45,17.61,20.39,20.03,15.62,31.32,19.18,65.59,12.13,103.79,2.76,8.32,14.73,0.27,39.28,2.77,0.07,0.06,12.56,6.5,0.05,29.24,20.29,6.14,6.38,128.25,17.31,59.28,0.93,17.03,68.33,23.08,5.9,0.55,0.05,5.32,32.6,378.05,0.67,3.38,19.45,0.33,9,47.79,33.67,158.76,53.65,0.6,4.08,12.61,1.74,7.77,5.49,16.35,0.3,10.64,95.17,0.05,8.34,9.27,2.7,13.14,13.1,8.25,2.45,37.85,1.4,15.21,6.34,6.91,30.25,7.73,42.5,2.07,4.09,2.17,8.75,5.31,7.87,0.26,1.63,25.37,4.48,74.5,9.92,66.7,1.32,17.09,0.08,3.28,10.65,0.81,5.83,18.28,1.89,16.85,1.42,6.82,30.72,16.04,0.07,8.43,9.17,16.85,19.89,14.93,1.05,1.15,0.09,4.95,9.61,54.24,4.62,4.86,22.89,82.85,9.33,17.07,3.09,0,0.1,23.49,0,3.18,155.54,1779.91,1.06,3.48,13.95,20.12,4.07,23.81,9.19,1.22,0.12,15.98,0.02,0,0,0.2,0.09,0.79,0,0,0.33,0.32,0.6,5.86,1.37,0,0.12,0.11,9.82,3.72,0.06,34.24,5.7,0.09,6.37,0.55,0.54,0.7,0.08,0.56
11.41,28.54,1.98,12.29,7.56,19.38,41.72,25.95,22.81,91.95,6.48,13.16,22.62,6.57,16.62,0.85,47,1.52,0,0.49,9.39,36.85,0,29.04,25.72,5.19,6.53,92.36,15.08,29.05,0.44,16.48,29.24,18.62,2.14,0.46,0.1,3.92,31.37,178.41,0.1,1.63,17.3,0.07,8.64,1.91,3.93,74.42,40.83,0.04,15.58,11.77,4.9,10.74,5.21,9.47,1.58,9.5,122.87,0.08,4.3,6.61,4.14,13.51,16.85,7.36,9.1,19.83,2.26,18.43,5.91,4.07,173.39,3.73,74.2,10.51,2.56,4.99,5.07,4.66,4.12,0.04,1.1,23.02,6.78,20.26,8.26,71.11,2.33,21.76,2.4,5.74,5.76,1.47,11.21,21.36,3.1,1.99,0.56,2.91,45.62,9.14,0.29,8.55,3.48,5.36,11.19,10.37,0.62,1.48,0.2,7.5,4.04,2.22,4.63,3.59,12.81,67.55,13.01,0.18,2.75,0,0,10.43,0.14,0.59,42.88,508.1,5.28,19.1,130.35,142.81,41.61,97.18,10.61,4.06,0.62,13.87,0.13,0.29,0.35,0.35,0,0.33,0,0,0.93,0.64,1.13,48.99,3.66,0.2,1.16,0.48,13.17,2.41,0.05,17.95,7.38,0.12,8.49,0.47,0.48,2.21,0.22,1.3
5.41,23.77,0.78,14.26,8.19,29.55,7.96,12.39,31.83,86.28,16.23,188.47,10.23,13.21,5.56,0.66,1.27,0.38,0.1,0.38,0.12,0.07,0.09,21.65,70.9,5.74,6,119.7,24.93,14.9,15,33.4,40.74,13.62,4.15,0,0.02,3.07,44.7,284.15,0.05,1.82,35.29,0.19,2.38,76.35,1.05,99.32,32.05,2.61,0.15,8.95,3.2,7.44,3.83,16.36,8.32,5.92,2.49,0.11,6.9,9.69,6.12,15.88,17.06,24.09,1.22,14.56,0.02,14.69,4.89,6.54,16.12,5.33,3.61,7.5,0.06,20.35,3.03,2.94,5.66,0.19,1.05,34.25,0.55,18.3,11.35,217.35,2.56,14.71,0,0.07,13.21,0.03,0.13,7.42,0.41,3.2,33.78,3.9,29.79,9.68,0.01,6.49,0.11,2.81,6.38,6.78,1.43,1.47,0,5.07,2.53,11.84,5.58,3.22,18.88,68.02,19.27,0.08,0.59,0.28,0.08,7.41,0,1.07,278.62,942.34,0,0.05,0.19,0.8,0.49,1.02,0,0,0.35,14.83,0,0.11,0.19,0.37,0,0.38,0,0,0.82,0.45,0,0.06,1.29,0,0.29,0.45,10.77,5.34,0.03,18.37,10.15,0.05,3.9,0.7,0.45,1.41,0.04,0.04
2.44,12.43,0.75,5.5,5.24,10.45,2.68,7.26,19.52,62.72,13.76,59.67,60.32,5.51,3.46,0.17,2.12,0.16,1.41,0,0.76,0.08,0,8.14,18.56,1.75,2.42,157.51,12.44,6.57,2.89,11.03,19.77,4.62,3.49,0,0,0.84,9.93,134.26,0.16,3.7,6.49,0.11,3.82,0.65,3.05,25.9,11.52,0.56,23.67,7.68,4.12,5.29,5.74,6.69,3.14,6.32,12.07,0.21,3.99,4.09,13.94,10.9,8.81,3.31,0.76,9.86,1.06,10.44,0.89,1.55,0.36,5.77,1.75,1.58,8.83,4.64,3.04,2.62,2.79,0.2,1.62,16.7,0.49,0.61,8.21,32.08,2.24,9.25,0,0.38,12.44,2.7,0.11,4.26,29.27,0.48,0.49,1.77,3.29,6.1,0,9.4,1.14,2.92,12,6.35,0.41,0.18,0.05,6.36,0.98,1.42,2.83,3.55,8.1,28.76,5.97,0.23,0.8,18.4,31.98,70.1,5.73,0.97,150.26,2211.36,0,0.13,0.49,0.28,0.17,0.99,0,0,0,3.83,0.4,0.15,0.25,0.25,0,1.1,0,0,24.41,147.93,0,0.17,6.64,29.93,484.48,11.56,683.25,3.57,0,9.94,10.11,0.1,2.46,9.75,1012.08,19.42,0.06,0.05
8.62,38.54,8.93,12.94,4.55,20.71,18.72,20.51,26.53,80.52,7.81,132.35,24.56,8.85,8.33,0.36,17.36,0.67,0.03,0.42,0.38,10.99,0.31,25.11,28.03,8.08,6.27,98.11,11.88,12.16,4.86,21.66,29.32,13.56,27.41,0.06,0.71,3.74,39.56,139.73,1.28,1.92,19.24,0.16,5.31,6.45,6.69,187.2,26.07,4.43,0.81,9.22,2.15,10.61,4.54,14.26,5.16,3.81,32.46,0,8.71,10.9,7.26,16.4,11.84,12.39,5.43,13.76,1.85,11.15,4.37,8.84,58.64,7,19.1,0.47,2.31,22.25,4.73,3.09,9.21,16.55,1.72,37.97,2.54,0.29,6.72,43.97,2.17,15.91,0.78,3.7,35.8,0.03,9.27,10.31,10.04,1.13,18.89,3.69,23.39,17.43,0.21,14.12,1.2,2.02,13.15,10.85,0.75,1.33,0.22,7.75,3.08,0.08,4.17,3.33,13.11,59.61,13.98,0.35,2.59,0,0,17.92,0,1.85,17.78,889.57,1.53,12.92,38.02,64.52,26.73,86.27,8.29,1.05,1.4,14.62,0,0,0.26,0.34,0,1.01,0,0,0,0.63,0.48,29.62,4.46,0.26,0.45,1.06,11.49,2.8,0,26.85,8.7,0.06,20.1,0.2,0.63,2.3,0.72,0.67
6.87,22.74,13.53,14.69,7.51,27.27,19.75,30.88,26.93,227.69,8.86,33.4,10.19,6.67,10.34,0.5,60.63,4.47,0.02,1,1.42,84.4,0.33,21.16,18.92,16.57,5.71,103.7,12.09,18.19,35.08,18.63,31.43,17.99,2.7,0.6,0.48,2.92,34.66,151.41,0.39,3.11,15.53,0.31,11.67,10.27,7.3,84.22,28.14,0.35,19.69,10.91,3.86,9.15,3.83,6.47,15.77,5.22,103.62,0.08,9.89,9.39,9.25,18.25,11.02,13.68,11.48,21.59,4.56,31.72,6.89,3.1,77.47,9.68,49.35,0.93,0.46,12.92,4.83,2.92,9.51,0.07,6.52,23.93,6.74,8.71,9.23,32.11,1.74,22.2,1.73,8.32,15.49,0.35,25.98,7.65,9.74,3.01,0.87,3.76,33.47,11.03,0.38,8.76,1.44,66.4,14.12,8.14,0.99,2.08,0.36,5.74,4.54,0.43,4.15,9.91,13.85,82.7,17.32,12.61,2.54,19.06,45.32,39.37,9.32,1.01,55.34,1016.26,23.83,173.64,666.57,818.84,908.65,1245.35,131.25,24.34,0.94,15.61,0.1,0.62,0.38,0.46,0,0.72,0.09,0,9.19,68.85,3.44,392.97,15.02,16.41,215.82,5.42,302.1,2.75,0.03,18.82,12.08,2.27,9.93,4.32,533.99,10.84,0.31,1.17
4.95,17.88,0.67,14.39,5.21,18.43,8.64,18.27,14.92,99.39,4.74,0.51,37.74,6.08,13.09,0.36,19.78,0.81,0,0,1.31,8.68,0.05,21.66,34.07,2.08,3.22,98.27,14.79,15.04,0.59,17.59,41.18,14.68,1.36,0.13,0.16,2.86,29.38,238.12,0.33,2.33,6.63,0.21,10.4,0.09,1.73,67.02,29.87,0.13,18.91,11.27,12.57,4.75,3.41,8.74,0.7,8.36,55.62,0,4.55,5.52,2.98,12.06,1.64,6.42,2.7,11,0.16,24.84,5.17,5.55,28.17,2.98,20.43,6.34,0.8,0.8,2.77,2.5,7.66,0.22,1.53,21.25,2.4,0.44,6.94,126.61,1.15,10.88,0.04,2.28,3.11,1.25,9.03,6.83,11.76,1.78,0.56,2.45,19.29,12.34,0.13,7.09,0.92,2.48,12.89,13.58,0.39,2.33,0.15,3.4,2.08,1.76,4.93,2.77,9.88,67.7,16.33,0.3,2,15.67,33.01,121.06,2.27,0.62,68.54,13936.6,0.41,1.04,2.5,5.75,2.05,10.4,0.51,0.26,0,12.73,0.09,1.88,0.24,0.18,0,0,0,0,4.85,55.65,0,1.82,1.07,9.37,714.62,11.89,175.71,1.31,0,17.86,4.54,0.04,4.96,2.8,441.44,3.6,0.02,0.1
6.32,22.87,3.77,18.29,10.28,20.64,15.42,27.88,22.78,74.9,12.52,5.46,7.54,5.13,16.6,0.44,48.45,3.98,0.02,0.57,3.01,23.89,0.04,21.16,23.89,5.27,3.77,93.6,20,23.96,6.1,26.18,55.8,19.68,9.33,0.28,0.63,3.94,28.92,708.28,4.22,3.37,10.19,1.49,6.67,4.97,6.39,101.15,60.2,0.63,2.82,19.4,1.78,12.86,6.12,10.28,0.91,9.24,106.5,0.73,8.6,10.3,3.5,17.69,7.88,7.65,4.49,21.26,1.95,25,8.91,9.01,24.76,3.69,39.37,11.16,1.01,1.46,6.95,3.4,14.94,0.38,3.02,34.05,2.98,5.54,12.25,77.93,2.79,17.63,0.69,5.65,31.62,0.56,15.6,14.61,6.3,7.76,1.64,5.46,35.79,12.5,0.18,16.86,2.93,7.01,12.95,10.48,0.73,1.18,0.22,9.46,51.42,35.22,6.33,4.86,14.28,117.66,11.31,4.77,6.47,0,0.15,18.61,0.15,0.36,173.88,1508.23,3.84,15.21,39.83,116.27,80.07,211.67,10.73,4.06,1.41,14.32,0.08,0.2,0.69,0.24,0,0.49,0.31,0,0.17,0.33,1.18,17.4,6.82,0.01,0.18,0,6.49,4.18,0.15,19.53,17.94,0.85,12.23,0.32,0.17,1.07,0.12,0.26
9.24,37.52,1.04,18.41,13.24,16.87,10.33,39.8,33.34,124.29,16.22,46.28,3.22,6.29,18.4,0.49,26.96,3.32,0,0.63,133.76,31.29,0.11,23.46,33.3,12.3,6.22,88.16,11.49,19.53,150.14,11.29,41.59,14.79,7.97,0.34,0.44,3.17,25.09,171.54,0.5,3.11,15.23,1.38,9.41,22.86,32.67,71.55,43.51,0.34,17.99,26.38,2.28,7.29,5.47,7.09,5.62,6.41,51.54,0,11.63,6.52,5.33,16.86,6.96,14.26,5.84,12.77,0.44,25.69,4.94,7.19,43.2,11.6,23.54,0.21,7.46,17.88,2.63,5,8.08,0.72,3.02,17.46,2.74,0.11,6.66,38.18,3.99,20.75,0.57,3.7,10.45,0.36,15.33,10.5,10.66,1.1,0.28,3.74,20.42,13.82,0.16,11.47,3.2,28.63,11.8,9.33,1.36,2.34,0.28,10.55,3.69,0.87,5.36,7.33,16.61,75.04,17.07,135.54,3.84,49.24,105.12,44.28,15.23,1.58,81.34,1479.63,0.52,9.97,16.54,21.72,10.36,96.42,0.96,2.55,0.65,15.12,0.06,0.21,0.04,0.38,0,0.87,0,0,9.54,63.83,0.17,23.03,7.69,11.21,175.5,4.99,218.97,4.01,0,24.09,31.52,3.49,13.97,3.93,364.58,12.75,0.32,0.89
14.2,28.47,1.09,13.67,7.07,24.55,15.55,21.84,31.17,148.17,14.36,96.15,10.78,6.01,5.51,0.63,14.66,2.67,0.53,0.67,1.98,6.6,0.36,31.84,25.58,3.3,5.68,71.25,10.76,20.64,14.45,13.26,42.48,20.2,10.16,0.08,0.04,2.76,20.57,202.26,22.53,2.54,16.92,0.32,4.88,42.26,14.21,65.88,16.92,0.24,1.68,6.98,2.21,6.74,6.33,10.14,7.01,4.22,30.48,0,8.95,6.73,20.53,12.38,21.51,10.24,2.16,16.04,7.13,12.69,7.31,5.72,17.94,8.87,13.35,0.37,0.43,10.8,4.2,3.68,5.59,0.65,2.35,15.52,2.53,34.07,7.06,29.47,2.12,11.44,0.31,2.04,25.81,0.39,4.64,5.67,5.61,7.55,4.26,3.4,20.35,12.67,0.05,8.76,0.83,69.98,11.29,9.78,1.02,0.72,0.04,6.33,10.52,9.81,3.65,10.74,12.08,56.59,9.86,78.88,1.91,0.74,1.31,18.23,0.39,5.28,104.98,1326.21,0.35,1.41,5.63,11.18,12.98,33.44,2.65,0.37,0.64,15.16,0.1,0.36,0.33,0.49,0.04,1.24,0,0,1.45,5.05,0,4.45,2.71,0.36,1.7,3.36,29.09,1.94,0.08,41.94,5.86,2.25,12.81,1.4,5.74,5.27,0.21,0.49
7.12,12.68,0.1,8.98,6.58,9.19,38.77,20.59,10.14,17.35,4.27,0.42,26.23,2.91,3.8,0.92,3.12,0.01,0.01,0,0,0.03,0,6.67,20.78,2.98,6.69,59.72,10.83,17.59,0.08,19.93,13.46,4.68,0.51,0,0,1.56,12.36,61.92,0.02,2.44,5.82,0,3.76,26.18,13.29,66.08,14.9,0.13,15.83,6.27,10.77,3.78,6.59,11.69,0.51,7.16,71.94,0,4.11,6.4,33.32,12.05,7.02,4.54,0.27,15.68,0.09,27.03,12.11,4.35,0.01,2.79,0.01,1.24,1.19,4.45,3.58,3.28,2.67,0.09,0.1,11.39,0,0.13,6.99,61.94,1.37,13.78,0.02,0.33,5.12,0.02,0,17.16,3.7,2.31,0.01,2.57,21.19,8.4,0,6.46,0.07,0.04,12.78,3.47,1.53,2.24,0,3.3,0.06,0,1.74,2.61,2.75,19.35,7.15,0,1.32,0.73,2.64,308.56,2.68,0.05,127.84,104.25,0,0,0,0,0,0,0,0,0.17,8.25,0.04,0.22,0,0.05,0,0.03,0,0,0.49,0.88,0,0,0.27,0.11,0.43,0.81,3.73,2.55,0,32.1,2.55,1.02,10.53,0.69,2.55,2.32,0,0
12.04,36.15,2.23,24.95,13.11,42.79,16.49,37.55,44.19,193.16,18.37,103.95,8.61,9.3,17.5,1,58.34,4.64,12.76,4.68,26.5,94.67,0.25,36.01,51.17,13.9,7.69,114.23,27.75,32.22,34.84,16.58,43.88,30.09,5.77,0.35,0.55,2.93,42.5,228.04,8.57,2.53,26.59,0.14,5.87,32.4,18.4,103.22,55.54,0.55,20.35,17.04,5.91,7.84,5.12,9.86,9.1,5.54,137.1,0,13.15,7.76,12.86,15.29,19.13,17.66,5.49,21.67,4.19,35.66,6.19,10.65,78.97,8.44,26.46,0,1.38,13.27,4.05,4.65,8.1,0.7,4.63,25.96,3.88,58.63,9.47,36.17,2.5,25.76,0.6,6.64,29.29,0.14,17.74,17.19,15.39,2.92,4.2,4.66,33,17.25,0.48,12.35,1.75,52.55,18.17,15.91,1.62,7.21,0.35,8.59,4.28,5.15,4.48,16.26,20.27,92.51,23.84,58.28,2.87,0.16,0.31,5.38,0,3.36,98,1010.57,1.21,20.31,87.7,164.78,45.87,301.53,9.71,1.98,0.66,28.89,0.11,0.1,0.39,0.61,0.04,5.57,0,0,1.53,0.34,0.14,26.01,7.12,0,0,0,8.15,3.54,0,36.55,11.58,1.39,14.44,0.33,0.5,0.93,0.25,1.44
16.64,34.35,6.8,19.03,9.75,30.83,34.62,57.21,42.29,151.78,12.19,84.14,10.3,9.04,15.09,0.85,58.25,5.19,0.33,1.55,3.99,214.09,0.16,37.07,37.42,7.35,9.36,119.78,17.57,28.57,4.26,13.7,54.56,25.7,12.64,1.03,1.44,4.48,35.11,168.08,16.19,3.26,26.12,1.32,10.84,35.72,26.46,121.56,34.16,0.51,11.06,11.89,5.68,11.06,7.37,11.35,6.83,6.4,117.77,0,10.31,6.93,29.61,17.68,26.81,16.95,8.24,24.92,13.39,36.88,10.21,6.85,138.32,7.89,44.56,0.27,0.74,10.31,7.91,5.1,12.31,0.55,7.02,22.82,9.29,30.25,10.08,44.6,4.41,27.11,4.83,11.28,31.65,0.23,32.58,15.67,12.59,4.05,4.51,4.34,43.16,16.75,0.63,12.23,102.48,72.42,15.8,12.64,2.46,11.83,0.44,11.37,3.33,14.43,5.58,14.83,11.02,87.25,17.83,64.95,2.29,0,0.1,4.7,0.48,6.75,34.78,631.37,9.45,73,127.74,205.93,42.55,980.23,43.91,24.82,1.65,20.53,0.1,0.19,0.78,0.29,0.03,3.26,0,0,0.3,0.75,4.76,251.59,26.02,0,0.45,0.43,10.94,3,0.13,44.92,15.45,3.67,19.15,0.72,0.32,2.32,0.87,2.08
12.14,29.78,2.37,11.74,8.06,32.54,19.03,50.9,48.51,171.29,12.4,77.44,18.32,7.35,15.51,0.85,48.87,3.35,0.44,0.83,4.48,52.89,0.24,38.45,39.41,11.21,7.06,111.49,13.96,18.95,18.33,22.19,43.99,20.06,3.72,0.35,0.26,3.77,42.98,389.43,5.52,3.07,26.44,0.14,12.86,62.12,10.6,82.06,40.42,0.91,1.42,10.46,3.74,19.85,7.89,10.08,12.12,5.75,78.22,1.15,8.08,10.2,22.44,21.47,16.85,16.08,4.98,23.9,8.29,30.33,6.95,4.55,105.3,7.21,57.14,0.39,1.57,5.98,5.99,4.73,8.99,0,5.25,31.94,7.91,21.19,11.22,54.48,2.08,19.19,1.51,7.25,35.13,0.09,29.22,13.75,9.3,2.98,3.76,4.17,47.24,12.17,0.89,9.3,2.66,29.45,17.72,12.31,1.31,1.64,0.51,7.47,3.97,10.51,4.86,14.88,14.91,110.87,19.31,15.88,4.37,0,0,4.08,0,2.91,61.59,858.94,10.03,20.13,48.11,69.49,45.5,233.65,11.64,3.85,0.5,21.37,0.33,0.08,0,0.31,0.03,0.93,0,0,0.52,0.52,0.92,40.11,11.41,0,0,0.13,8.34,2.71,0.11,31.61,10.58,4.2,11.74,0.5,0,2.79,0.28,1.53
