"LIG3","KDM7A","COX15","EPHA3","FAM120A","TRAF3IP2","TOP2B","TM9SF3","CRYBG3","OSTM1","DNMT3B","UNC13D","LRRFIP2","PALMD","SF3A1","SNPH","CHRDL1","HTR2A","OLFM4","FOXF1","TRPA1","DKK4","NEFM","ATP1A3","CCL24","CCDC47","SMARCD2","SGCA","SOD3","CAPRIN2","ATP5F1B","PPM1H","NT5DC3","SMOC2","C7","TUSC2","NPRL2","PODXL2","PDE1A","IGFBP5","STK25","STRN","NFE2L2","KLHL12","AKR1A1","ATF6","ECRG4","GPR68","CNRIP1","UFM1","ELF1","KCNJ8","CPXM2","RNF113A","PTGER2","SLC2A4RG","TRPV5","RNASE1","CRB3","ADGRE3","SH3BP5","KHDRBS3","ZSWIM4","MMACHC","FBXO21","GLS2","TGFBRAP1","STAB2","ITM2B","IGF2BP3","SCN7A","ZNF189","ALDOB","GPAT3","SLC15A4","NABP2","LPAR6","AFG3L2","TRIM65","SOD1","RPL11","WDTC1","NECTIN4","TOR1AIP1","C1orf56","HHIPL2","THSD7B","LRIG1","PXDNL","INTS4","DIXDC1","GUF1","RPIA","OXNAD1","CYP2U1","PXYLP1","KCNS2","ZFYVE9","TMEM171","RCAN1","EFCAB14","TPPP3","ZNF222","SLC25A44","ALDH16A1","RAVER2","PBXIP1","WDR82","ADCY1","HNRNPK","SVEP1","PGAP4","CRYL1","GFI1B","NDRG2","MFAP4","ATP23","MTMR10","GREM1","ENTPD3","HR","GFM1","KCNAB1","HIC2","SYAP1","OTUD7A","SIK2","CRTAP","KISS1","RIOX2","TMEM43","GAP43","TP53RK","MYOZ2","LRRN3","SLC25A30","PODN","CSRP2","TMEM9B","ACER2","MAGEF1","IMP3","TMTC2","ZNF664","JRKL","GUSBP1","UBALD2","GALNT17","ATP6V0A2","LSAMP","MRPL40","ZNF284","DIPK1C","INSYN2A","NLGN3","SRGAP2B","SCOC.AS1","HOXA4","FAM118B","MPZL1","MIER1","MAN1A2","RN7SKP72","RN7SKP250","SNORA38","RN7SKP9","TCEA3","XKR4","RNU1.89P","RNU1.4","IGLV4.60","IGLV1.47","IGHV2.5","IGHV3.15","IGHV1.45","SFT2D2","MXD3","ZNF134","MIR99AHG","TMEM167B","TAFA5","RN7SKP111","RN7SKP165","FTH1P10","RTCA.AS1","MRPL20.AS1","IGHV3.72","SLC2A1.AS1","SPATA20P1","PIK3CD.AS2","CHORDC1P1","LINC02574","MAP3K20.AS1","ALG1L6P","HOXB.AS2","RN7SL263P","IGKV1.17","INMT","RN7SL299P","IGKV2.30","IGKV2D.29","RPLP0P2","RN7SL679P","RN7SL395P","IGKV1.27","SCARNA22","OR7E28P","ATXN7L3B","LYN","LINC02732","WAC.AS1","IGLL5","TIFAB","DENND11","HLX.AS1","SH3RF3.AS1","VS"
9.48,9.75,10.53,22.15,42.33,8.11,40.32,89.12,7.78,9.52,1.22,19.48,21.8,1.72,24.59,0.71,2.37,0.32,3973.54,2.58,0.46,4.23,0.11,2.6,2.45,81.48,24.16,0.71,12.22,11.04,125.82,5.22,4.25,7.71,29.85,7.3,5.8,2.61,4.66,103.08,27.6,15.38,44.2,13.92,37.63,17.43,1.17,2.5,2.53,33.67,43.64,2.48,4.08,4.85,6.76,21.88,0.05,37.95,9.6,0.49,9.58,4.27,3.78,2.49,17.32,0.59,4.61,0.1,415.83,24.06,4.4,11,2.18,1.32,10.38,9.79,23.51,17.57,8.3,100.63,551,5.23,16.08,37.05,0.9,0.06,0.91,14.81,0.17,11.98,7.86,5.96,6.49,7.08,2.29,5.73,0.3,6.68,4.2,7.99,60.42,6.55,1.73,6.94,5.29,6.66,23.28,27.08,0.2,167.2,4.94,4.74,12.74,0.2,27.75,15.83,1.67,8.6,11.3,6.71,1.51,17.65,0.39,0.71,9.59,0.27,5.24,40.09,0.39,10.08,51.01,0.27,5.37,0.05,0.35,5.18,8.87,5.64,21.45,4.62,15.31,11.63,8.91,20.39,7.37,8.24,32.21,0.35,8.24,4.42,12.43,1.71,0.61,0.17,0.45,28.26,0.05,0.37,6.97,115.17,34.43,17.6,0.88,1.19,17.87,2.43,18.15,0.15,1.61,4041.85,0.1,1.87,1.78,0.58,0.18,27.11,1.61,10.21,3.78,18.65,3.08,0.88,0,0.35,0.78,3.51,0.33,0.82,0,0.65,0,0,0.13,0,0,3.38,1.84,8.33,0.28,0.38,0.76,0.98,9.04,0.68,0.87,4.75,0,17.88,16.43,0,10.31,1.62,0.19,12.67,0.31,0.1,"1"
7.11,4.83,7.16,2.13,31.11,8.74,20.1,53.2,5.75,11.97,0.52,18.72,11.75,6.49,23.03,0.93,6.49,0.15,24.66,5.78,0.13,0,0.19,0.48,4.2,38.58,14.77,2.95,6.9,7.94,131.93,2.68,3.88,8.91,6.09,3.72,4.04,0.84,3.1,152.06,31.76,8.99,40.97,9.44,39.1,9.32,0.32,3.89,3.4,23.25,28.21,4.59,5.47,6.89,3.41,12.32,0,42.68,8.76,0.44,10.97,3.28,5.46,1.27,11.64,0.2,4.71,0.09,187.52,8.64,1.59,4.67,2.39,3.13,16.18,8.13,5.39,9.75,3.78,50.49,576.34,7.16,15,20.29,0.44,0.2,0.12,15.75,0.11,8.11,5.64,4.6,2.96,2.99,1.76,3.36,0.01,4.37,1.5,14.12,25.48,12.6,1.2,3.52,5.56,2.57,27.24,18.88,0.1,138.99,3.65,4.84,5.62,0,9.29,27.49,2.62,4.96,249.03,1.31,1.4,15.19,0.63,1.18,10.01,0.15,4.38,36.39,0.3,8.55,24.05,1.26,4.71,0.06,0.09,3.32,10.42,14.49,20.04,1.23,9.24,10.38,11.66,16.21,5.43,8.09,28.65,0.69,4.3,4.41,13.05,0.81,0.08,0.37,0.24,18.43,0.02,0.83,6.23,68.31,14.21,10.75,0.16,0.4,12,1.44,2.24,0.15,0.35,3517.48,0,3.38,1.57,3.16,0,13.68,1.22,7.72,1.31,12.56,5.85,1.44,0.13,0.1,0.11,3.33,0.41,0.47,0.31,0.29,0,0,0.49,0,0,3.5,1.45,3.13,0.52,1.75,0.23,3.95,17.53,0.66,2.36,2.87,0,16.86,17.14,0,2.67,4.14,0.02,2.97,0.08,0.35,"1"
8.93,8.74,16.17,14.17,55.55,5.54,41.63,108.66,7.44,7.23,0.96,11.43,14.89,2.17,21.99,1.07,2.56,0.01,1445.5,1.57,0.12,0.71,0.11,0.27,1.12,43.4,33.53,0.64,4.95,1.97,213.54,22.45,3.54,15.95,51.54,8.5,7.28,13.82,4.61,202.76,26.32,12.48,47.38,17.66,44.72,21.78,0.85,1.58,2.74,23.97,37.96,5.78,7.78,8.74,1.82,12.95,0.03,103.65,12.58,0.24,5.9,7.56,4.74,1.84,15.44,1.02,7.93,0.04,197.98,9.48,5.86,18.21,9.95,1.04,7.92,22.04,7.32,20.03,7.93,103.07,555.42,11.35,44.19,52.39,1.21,0.04,1.76,35.6,0.22,9.15,4.62,6.63,9.88,4.69,2.91,5.1,0.38,4.12,2.3,7.97,48.67,9.64,1.96,8.11,10.98,5.65,53.8,33.94,0.75,213.54,6.43,8.44,13.93,0.02,24.01,14.51,4.21,4.53,30.29,2.87,3.18,16.28,0.48,0.95,18.59,0.23,6.34,39.91,1.08,8.04,35.09,0.29,5.95,0.08,0.26,4.11,10,4.32,22.7,11.55,11.25,11.37,6.22,19.61,8.26,5.73,21.1,0.38,5.36,6.17,9.01,1.24,0.19,0.11,1.03,25.23,0.03,0.71,9.39,124.47,14.34,13.55,0.24,0.64,9.33,1.92,20.75,0.08,0,2413.81,7.03,14.81,15.26,37.64,0,52.49,2.45,7.4,3.21,13.2,5.62,1.2,0,0.03,0.15,7.49,28.63,0.39,0.22,1.8,0,0,0.22,0,0.04,2.56,29.28,9.77,0.38,28.27,4.82,0.73,8.44,0,9.79,0.78,0.05,18.68,21.89,0,5.78,35.69,0.08,10.97,0.11,0.15,"1"
9.73,11.38,20.86,0.84,120.43,24.98,28.54,165.57,3.41,7.6,0.41,4.79,15.6,0.49,15.75,0.19,1.28,0,63.51,1.02,0.61,8.8,0,6.19,54.74,81.96,44.27,0.26,1.86,4.55,174.33,8.03,4.32,0.7,0.6,13.25,4.82,30.19,1.39,1.09,19.96,13.35,55.88,11.16,75.88,21.82,0.06,0.09,0.39,57.7,60.16,0.14,0.23,9.39,15.53,5.17,0.1,307.98,19.42,0.87,12.48,1.44,3.01,3.42,29.97,1.61,8.56,0.14,329.36,0.86,0.32,9.83,0.66,2.28,21.18,18.66,11.25,89.5,8.34,168.8,677.05,13.33,38.11,29.97,1.99,0.08,0.05,17.91,0.04,8.08,3.01,10.58,15.51,8.65,2.58,9.25,0,9.11,6.82,15.77,100.46,30.5,1.59,12.38,10.49,7.18,128.99,24.68,0.05,198.35,0.17,23.9,56.59,0.07,63.55,1.64,2.61,14.42,0.64,10.69,1.78,24.69,0.16,0.4,19.38,0.59,5.15,33.63,0.16,16.27,31.25,0,12.34,0,0.01,3.98,0.5,1.23,38.56,29.83,18.48,34.86,19.33,56.63,10.2,2.94,29.76,0.16,8.85,0.63,5.55,0.9,2.73,0.03,0.36,13.73,0,0.06,13.38,128.02,40.07,7.96,14.8,34.89,23,21.39,33.4,0,3.51,2721.36,0,0.63,0.11,0.18,0,28.01,2.16,8.3,0.43,23.78,0.46,5.02,1.03,0.45,0.66,3.71,0,0.43,0,0,0,0,10.91,0.05,0.7,24.76,0.32,1.76,142.64,0.1,0.1,0.5,198.6,166.06,0.42,6.48,0,101.08,33.91,0,5.57,0.28,0,10.51,0.34,0.36,"0"
7.9,13.24,24.79,9.19,52.51,12.27,23.18,124.77,9.46,10.67,1.07,26.34,22.49,1.19,20.03,0.41,0.92,0.07,98.45,2.51,0.29,0.04,0.05,0.53,6.25,36.51,23.01,0.22,8.11,12.88,187.79,2.9,7.1,7.01,15.98,6.71,4.45,1.28,2.94,79.8,38.51,14.44,53.93,10.18,21.38,12.87,0.26,1.54,2.73,30.41,35.34,3.99,5.61,5.91,3.13,37.78,0.05,73.04,10.09,0.15,8.36,3.59,4.89,1.03,15.37,0.35,6.66,0.01,238.31,47.95,2.07,8.34,4.7,2.27,23.12,14.99,5.68,16.54,5.58,69.29,642.09,6.5,16.24,26.3,0.71,0.24,0.16,4.6,0.44,9.94,3.49,7.04,5.46,6.59,2.02,3.06,0.02,4.36,5.09,11.89,29.79,2.76,1.12,3.33,3.67,1.62,16.75,20.83,0.15,140.2,3.07,1.25,7.68,0.06,16.05,12.04,2.77,4.38,30.41,0.8,0.39,13.52,0.82,0.83,14.82,0.21,6.28,30.97,0.43,12.12,40.58,0.32,5.05,0.04,0.45,3.29,11.12,5.02,32.77,2.44,7.66,9.8,21.51,56.96,14.61,5.44,25.33,0.47,6.04,3.79,12.77,0.7,0.17,0.07,0.37,17.08,0.03,0.27,7.19,49.25,20.53,9.45,19.76,26.2,16.19,17.3,8.92,0.02,4.96,2054.06,0,3.57,1.39,4.42,0.09,26,1.98,4.5,1.46,15.11,2.92,3.8,0.32,0.84,0.17,3.46,2.17,1.57,0,0.32,0.07,0,0.01,0,0.04,22.79,3.87,4.53,145.15,4.04,1.53,2.52,120.72,196.27,3.04,6.22,0.08,26,32.15,0.24,5.43,3.31,0.2,6.78,0.06,0.12,"1"
5.93,12.3,18.07,12.2,85.07,5.99,41.77,126.26,11.62,11,0.81,7.29,22.97,3.43,20.97,1.49,2.55,0.18,4706.29,7.7,0.26,0.22,0.2,0.71,5.84,68.07,32.1,4.72,8.47,4.12,209.62,11.96,3.75,15.78,28.64,11.24,8.45,2.18,7.2,187.11,28.62,13.74,42.01,13.5,76.22,13.58,1.29,0.96,3.73,36.45,48.27,4.23,16.34,8.71,7.97,10.92,0,221.15,18.5,0.21,8.41,4.59,3.48,2.17,12.6,0.27,5.74,0.03,336.77,15.04,10.19,34.56,17.5,3.53,7.34,10.72,14.35,14.81,7.63,228.22,717.39,13.35,20.84,30.51,1.49,0.03,2.13,36.81,0.05,8.76,10.47,7.65,8.33,6.66,3.89,6.06,0.06,6.97,2.17,17.09,65.6,7.52,1.81,6.42,6.24,7.18,36.42,35.75,0.42,222.96,8.2,21.99,31.84,0.05,26.49,48.88,3.57,11.75,220.22,7.52,5.76,17.88,2.17,0.65,21.58,0.4,7.81,36.23,0.22,10.09,38.02,2.19,5.88,0.07,0.57,5.2,14.67,10.64,38.01,9.34,17.75,19.34,9.84,18.23,9.2,10.18,22.14,1.6,6.23,6.91,9.94,1.19,0.27,0.32,0.75,22.52,0.01,1.52,14.06,100.56,24.57,18.4,0,0.3,3.03,0.75,36.33,0.21,0,1632.26,0.07,1.22,0.69,1.69,0.06,25.44,3.8,11.79,5.07,23.41,4.87,0.56,0,0.02,0.49,7.33,0.21,0.84,0.16,0.11,0.02,0,1.12,0,0.1,1.3,1.81,16.5,0.56,2.95,0.6,1.38,9.93,0.35,0.93,2.74,0.08,21.75,29.14,0,8.17,2.4,0.09,15.44,0.24,0.55,"0"
8.68,12.26,15.44,7.67,63.94,11.39,35.93,120.24,6.7,6.55,0.68,16.26,18.91,2.28,27.94,0.62,0.83,0.11,412.91,2.96,0.16,0.35,0.08,1.86,1.94,78.54,28.99,0.18,3.28,11.83,182.22,6.25,2.7,2.74,18,7.32,5.53,2.69,2.7,165.98,37.16,12.34,46.61,16.51,40.76,13.62,0.08,0.82,2.26,65.07,59.88,3.7,2.75,8.85,1.82,20.92,0,30.71,22.67,0.09,6.95,3.83,4.59,1.35,17.79,0.64,9.47,0,297.99,11.68,1.28,13.32,4.25,3.93,13.83,9.8,10.67,17.61,5.65,130.5,505.57,6.88,18.35,30.37,1.04,0.07,0.91,17.52,1.16,10.89,3.26,8.32,6.68,5.98,1.71,5.59,0.02,6.69,2.67,8.46,52.9,5.49,1,6.59,4.16,5.01,18.27,25.02,0.85,190.16,2.7,12.45,16.9,0.06,23.93,8.32,2.46,10.05,17.31,3.71,5.58,25.93,0.72,1.2,24.49,0.76,4.66,27.9,0.13,7.87,21.93,0.26,5.37,0.05,0.07,4.82,7.12,5.25,31.71,5.16,20.48,18.39,12.27,33.81,8.12,8.27,19.58,0.22,6.01,2.95,16.47,1.25,0.02,0.15,0.44,21.29,0,0.36,10.29,75.07,21.59,15,15.18,28.94,30.97,16.17,15.26,0.05,5.69,2567.24,0,0.78,5.58,0.45,0,19.55,3.66,6.02,3.39,17.95,3.44,4.59,1.31,0.59,0.35,2.49,0,0.65,0.11,0.68,0,0,2.83,0,0.21,25.98,0.95,3.91,132.7,0.39,0,2.64,131.34,229.87,0.27,3.74,0,31.53,20.49,0,5.7,1.15,0.01,8.89,0.25,0.14,"1"
9.36,6.44,16.83,15.33,49.6,9.06,42.45,141.58,8.58,15.01,1.05,25.87,21.22,2.93,20.1,0.84,1.1,0.06,2214.28,2.45,0.44,0.38,0.03,0.28,0.38,59.29,29.15,0.59,3.67,5.58,198.61,6.15,1.95,7.74,29.39,10.75,8.32,4.44,5.71,234.3,31.39,13.79,36.3,16.96,54.4,14.03,0.74,2.16,3.87,35.1,42.3,3.32,4.15,7.5,3.38,14.75,0.02,175.13,10.86,0.33,8.21,8.4,2.55,1.9,18.11,0.46,8.2,0.12,337.87,16.23,2.12,12.71,6.07,3.1,13.89,14.14,12.55,22.07,7.37,128.11,659.63,8.78,18.74,36.89,1.11,0.1,1.5,12.33,0.26,10.96,3.91,7.79,10.73,6.74,3.77,5.93,0.08,7.21,3.24,11.08,47.31,5.29,3.49,6.16,9.23,6.33,39.57,32.31,0.52,216.38,4.03,9.2,11.68,0.09,32.24,15.15,3.44,6.58,30.87,4.77,5.06,19.46,0.47,0.71,13.19,0.17,6.29,41.21,2.87,11.46,30.14,0.7,7.32,0.04,0.48,5.61,8.15,10.36,41.82,12.53,15.13,14.78,13.21,32.41,10.07,4.48,20.76,0.61,7.83,5.81,15.27,1.7,0.22,0.06,0.5,14.21,0.08,0.5,10.93,91.57,23.53,16.87,0.11,0.3,6.39,0.55,20.55,0.03,0,1833.59,1.27,23.86,1.87,16.67,0.11,24.65,1.55,13.99,3.6,19.95,3.52,0.25,0,0.09,0.55,6.03,4.28,0.51,0.31,0.37,0.01,0.14,1.33,0,0.08,1.45,12.94,9.75,0.36,20.34,15.83,1,10.28,0.29,24.18,1.13,0.06,32.14,25.71,0.03,5.52,12.61,0.04,8.57,0.13,0.3,"0"
9.81,11.28,8.71,6.31,85.39,14.22,49.27,93.74,10.6,19.84,1.26,8.66,25.48,1.97,21.94,0.98,1.93,0.24,3266.6,6.89,0.94,19.28,0.07,0.92,0.79,73.38,24.65,0.96,6.38,6.14,137.51,6.16,5.51,27.87,13.47,7.63,5.83,12.8,4.2,45.4,27.12,17.13,45.99,20.59,63.48,17.45,1.11,1.65,2.93,36.7,62.75,2.42,10.34,5.85,4.23,14.84,0,208.8,7.68,0.56,7.34,13.32,4.03,2.03,19.47,0.45,9.02,0.23,393.12,17.97,1.69,22.37,16.28,1.68,16.67,11.75,13.38,12.29,6.1,181.79,729.28,17.1,20.87,44.51,0.98,0.15,1.17,27.54,0.13,18.62,6.46,8.31,14.36,5.95,3.17,5.57,0.04,7.46,6.97,14.08,37.99,6.2,3.53,9.75,10.62,7.31,28.32,31.3,0.4,240.51,4.55,8.71,12.08,0.21,29.27,19.83,2.53,9.33,71.87,6.23,6.78,21.41,0.77,0.93,13.04,0.44,9.63,49.84,0.32,13.2,29.94,1.04,4.78,0.02,0.26,5.47,14.57,7.59,27.36,15.37,10.77,7.65,13,51.45,11.01,8.69,19.4,0.57,8.29,4.2,8.91,2.08,0.11,0.14,0.62,15.77,0.03,0.9,9.45,108.04,27.41,18.47,0.16,0.33,12.65,0.85,29.06,0.07,0,2589.11,0.39,8.31,5.35,7.32,0.17,35.88,2.35,13.3,4.15,16.53,3.84,0.63,0,0.11,0.24,5.03,5.06,0.19,0.16,0.64,0,0.08,7.77,0,0.15,2.03,2.24,8.41,0.13,9.67,2.1,1.41,10.36,0.25,4.81,2.35,0.09,30.27,28.11,0,4.72,20.54,0.05,18.5,0.12,0.17,"0"
8.23,14.75,7.59,2.57,60.91,14.4,20.01,61.9,10.66,19.2,0.28,6.4,19.26,8.45,18,0.59,0.51,1.2,3.52,3.95,2.07,0.06,0.05,0.23,1.35,49.13,18.08,2.34,18.01,8.52,181.4,0.95,2.82,8.03,2.22,3.44,2.49,1.66,2.4,171.8,28.66,13.97,68.93,11.38,46,13.37,0.09,10.56,4.14,36.78,38.77,2.64,29.19,6.18,2.23,14.38,0.02,206.35,4.17,1.1,13.21,2.58,6.07,0.83,10.93,0.77,8.95,0,442.01,1.18,0.13,9.32,1.81,1.59,12.86,6.95,19.28,30.17,7.09,79.71,598.34,7.97,19.98,23.5,0.43,0.03,0.06,11.17,0.15,6.5,8.11,7.73,5.19,2.93,2.55,4.04,0.05,10.86,3.04,18.26,38.62,11.45,1.3,6.07,6.88,1.95,22.97,17.26,0.12,233.25,6.44,5.38,7,0.02,21.71,16.94,2.08,7.59,185.26,1.7,2.91,24.86,0.76,0.73,15.85,0.25,4.82,43.76,0,15.62,26.1,2.06,4.95,0.05,0.15,3.76,10.36,12.2,38.83,2.58,19.27,15.13,3.12,15.28,4.56,5.55,16.41,1.07,10.82,2.1,13.65,0.85,0.01,0.14,0.1,15.71,0.03,0.59,5.51,101.28,21.41,17.86,0,0.2,9.79,0.67,5.5,0.02,0.26,2370.13,0.26,6.57,4.92,3.75,0.08,21.01,1.92,4.16,0.5,24.12,3.33,0.25,0,0.18,0.36,3.65,0.42,0.38,2.92,0.31,0.03,0.07,0.05,0,0.03,2.59,1.16,5.83,0.24,1.29,0.24,4.49,7.43,0,1.23,4.95,0.54,14.21,30.94,0,5.69,7.32,0.08,12.85,0,0.23,"0"
11.27,11.87,10.69,4.7,56.81,11.6,27.33,93.3,5.69,11.21,0.69,4.34,16.04,2.23,21.64,0.24,0.53,0.03,225.4,3.85,0.42,6.88,0.15,0.2,6.27,31.58,14.33,0.2,4.85,5.99,113.14,3.5,2.11,10.84,7.75,4.26,4.05,3.48,2.4,39.34,18.87,7.18,47.06,11.94,37.42,19.8,0.41,0.69,1.56,38.96,47.18,1.83,1.95,8.36,4.13,15.65,0.02,108.52,15.88,0.36,6.91,8.29,3.41,0.82,8.36,0.19,6.02,0.02,303.84,6.37,0.76,20.58,32.04,4.8,9.89,7.28,11.13,19.92,3.77,128.3,695.38,6.59,29.82,31.38,1.3,0.33,0.21,11.36,0.11,8.29,2.98,6.71,6.71,9.53,1.36,4.76,0.02,4.04,2.39,10.18,25.47,7.74,1.66,6.06,4.18,3.86,27.91,15.3,0.36,198.16,1.52,8.54,13.54,0.09,36.41,8.3,1.55,7.24,35.92,2.82,5.21,18.55,0.24,0.7,17.76,0.08,4.63,20.92,0.27,9.61,22.51,0.08,5.6,0,0.27,3.35,4.17,4.19,23.37,5.47,13.53,15.68,7.44,21.03,9.03,12.46,13.29,0.2,4.95,3.19,14.43,0.82,0.48,0.17,0.28,20.35,0.01,0.55,10.3,109.47,18.58,13.08,0,0.47,29.54,2.15,23,0.02,0,4965.14,0.16,38.84,35.06,14.14,0.86,23.62,2.07,6.71,2.25,20.18,2.53,0.65,0,0.18,0.48,3.69,1.85,0.94,0.2,0.36,0,0.07,3.86,0,0.1,6.34,27.06,4.37,0.44,11.3,7.59,0.38,13.64,0.21,23.29,11.76,0.11,14.14,35.71,0,6.25,29.55,0.12,9.1,0,0.23,"1"
9.5,14.11,20.96,15.23,80.01,14.02,50.12,178.11,9.02,9.52,0.4,10.63,23.44,1.57,19.11,0.53,2.05,0.12,2517.43,3.95,0.61,7.69,0.05,0.43,2.34,72.9,34.3,0.57,6.81,8.19,236.32,4.95,3.19,18.6,28.49,10.86,8.87,14.25,4.89,87.33,25.68,14.45,36.25,16.74,63.03,23.41,1.32,1.78,2.5,38.84,54.97,2.43,7.71,8.48,4,6.15,0.02,107.97,20.04,0.27,6.39,6.32,4.31,1.64,22.98,0.46,7.8,0.09,352.49,2.87,3.85,17.84,12.01,1.66,13.67,14.42,15.49,23.9,6.29,169.46,1058.51,12.45,25.7,30.74,0.78,0.06,0.5,26.72,0.05,9.46,5.71,7.9,14.07,8.1,3.26,4.87,0.14,10.43,10.36,10.2,51.8,6.62,1.42,6.83,9.37,10.01,35.59,30.45,0.49,235.4,6.13,15.74,36.63,0.44,26.78,22.57,3.09,11.4,25.47,8.37,7.33,19.63,0.65,0.56,20.96,0.27,5.28,42.75,0.09,11.7,29.25,0.29,7.73,0.05,0.18,4.07,11.23,4.26,39.72,9.19,20.29,19.87,10.08,47.59,9.27,6.83,23.02,0.39,18.68,8.42,8.58,0.82,1.02,0.04,0.91,15.99,0.03,0.45,11.27,143.45,22.96,21.61,0.09,0.66,8.33,1.14,35.96,0.08,0,1827.59,0.46,5.56,12.78,6.37,0,29.37,2.42,9.52,4.94,23.23,4.72,0.66,0.06,0.02,0.6,7.9,1.79,0.44,0.32,0.11,0,0.1,1.64,0,0.08,0.76,4.01,7.98,0.09,18.47,0.84,0.39,6.75,0,4.97,2.84,0,37.71,22.9,0,8.71,9.96,0.06,14.23,0.24,0.33,"0"
6.38,10.74,18.64,15.76,63.41,8.33,38.05,185.47,10.89,13.21,0.59,7.41,16.44,1.61,22.21,0.78,2.57,0.38,366.83,5.1,0.85,3.7,0.05,0.58,1.95,45.05,23.12,0.3,12.22,4.96,168.1,13.95,1.99,18.36,37.26,9.08,5.39,14.8,6.99,116.38,27.07,11.58,40.7,15.54,48.74,20.37,0.61,2.28,3.52,69.78,98.04,5.22,11.95,6.95,4.92,11.94,0,107.13,14.05,0.74,8.92,3.09,6.18,1.3,12,0.56,6.9,0,252.21,0.96,2.08,10.88,8.38,2.28,7.24,7.36,11.97,20.66,3.74,69.13,615.91,13.09,28.07,31.36,1.47,0.04,0.53,14.63,0.16,7.97,3.7,6.59,6.15,5.34,2.77,5.49,0.27,5.84,0.94,9.78,56.65,4.01,1.96,7.14,5.3,6.11,42.07,23.13,0.21,176.55,5.25,8.43,10.66,0,20.07,20.79,1.67,6.7,49.4,2.21,4.01,14.76,0.21,0.6,15.82,0.45,5.62,35.06,0.38,8.2,21.95,0.62,5.01,0.04,0.27,6.59,15.37,6.03,30.41,5.4,18.84,9.68,8.65,18.98,6.3,5.2,18.15,0.64,7.28,8.42,9.39,1.06,0.27,0.23,1.09,12.25,0,0.31,11.92,123.77,20.12,14.63,0,0.24,21.8,0.64,17.47,0.01,0,2538.84,6.32,17.11,34.89,45.2,0.97,25.82,2.1,5.43,2.23,15.7,6.67,0,0,0.06,0.08,3.88,10.5,0.88,0.65,1.44,0.34,0,3.26,0,0.04,4.31,45.54,8.75,1.12,24.53,2.69,1.29,10.93,0.27,17.03,0.86,0,19.31,25.65,0,5.54,47.49,0.07,9.72,0,0.44,"1"
11.06,19.55,16.91,9.29,74.77,16.14,29.76,114.98,5.44,9.12,0.42,6.5,21.59,1.61,30.22,0.59,0.24,0.12,491.59,3.82,1.15,1.96,0.05,0.52,13.26,49.82,32.18,0.89,7.66,3.82,166.96,4.86,4.15,31.37,8.41,8.08,6,12.62,3.42,37.94,31.09,11.71,32.45,11.98,68.17,11.76,1.34,3.77,2.54,23.64,37.79,2.75,7.22,6.72,3.93,7.12,0.02,66.68,23.74,0.1,7.52,7.44,4.13,2.23,16.31,0.37,7.69,0.24,198.82,0.5,1,11.22,95.77,3.76,10.87,11.2,7.73,24.45,7.06,134.76,789.79,14.15,18.19,17.58,0.82,0.01,0.27,25.73,0.25,8,5.87,7.51,10.63,7.07,2.42,5.25,0.02,8.98,7.9,12.62,54.05,8.81,1.36,3.75,5.54,8.87,39.7,26.19,0.71,189.62,6.53,12.1,27.07,0.64,27.6,16.54,2.51,11.58,29.01,4.46,7.39,14.04,0.98,1.24,12.06,0.59,5.27,34.88,0.13,8.26,26.83,0.68,5.15,0.02,0.31,2.67,8.92,5.2,21.49,19.46,15.96,13.58,9.6,32.94,6.66,8.89,15.83,1.14,7.18,4.26,10.62,0.69,1.45,0.11,0.29,13.18,0.03,0.27,9.45,72.07,16.61,13.87,0,0.42,7.04,1.9,24.07,0.02,0,2728.34,0.27,3.15,4.11,2.23,0,16.76,1.76,6.75,2.83,16.47,3.18,1.28,0,0.09,0.82,5.06,1.01,0.3,0.93,0.24,0.03,0,2.42,0,0.1,1.88,4.07,10.28,0.37,4.61,3.21,0.17,10.32,0.59,10.71,1.34,0.07,37.82,26.3,0,5.54,4.52,0.02,9.09,0.22,0.56,"0"
