"CEP68","ATP2C1","FAM120A","NNAT","PLPP1","TOP2B","AACS","UNC13D","FNDC3A","FOXF1","CA2","CCL24","SFRP4","GIMAP2","CORO2A","ASPN","CCDC47","TMEM97","PPM1H","C12orf49","TUSC2","HEMK1","ICMT","B4GALT2","RPS6KA1","CPXM2","SLC36A1","PTGER2","SLC2A4RG","SH3BP5","PPP1R1B","DHX30","WASF3","C12orf29","SARAF","ATP5MC2","GLS2","GNS","STX6","RCBTB1","ITM2B","IGF2BP3","TEX2","ECPAS","SLC31A1","IGFBPL1","GPAT3","LUM","SUOX","SBNO1","IGFBP4","EMP3","PRUNE1","HHIPL2","CTDSPL","LRIG1","LYAR","TAAR1","FBXO25","RSU1","DIXDC1","ITPR1","SPARCL1","RPIA","C16orf74","TOMM70","CYP2U1","PXYLP1","CDK20","KCNS2","ZFYVE9","CBR3","TPPP3","IGSF8","C1QTNF7","PPM1L","SNHG16","APEH","MON1A","ADCY1","GFI1B","NDRG2","PKD1L2","ATP23","ENTPD3","HR","GFM1","SIK2","CRTAP","PA2G4","RNF34","LRRN3","PODN","ABRA","MSL2","MAGEF1","TBL1XR1","AQP11","MAB21L1","GPR157","ZBTB7C","ZNF284","FAM122A","MEIS3P2","ZDHHC9","MPZL1","SIRPA","MAN1A2","ITGBL1","RN7SKP79","RN7SKP203","RN7SKP250","RNU4.1","SNORA38","RN7SKP55","RN7SKP9","RN7SKP130","SACM1L","IGLV6.57","IGLV1.36","IGHA1","IGHV3.15","LINC00337","LINC01713","FEZF1.AS1","GORAB.AS1","RN7SL507P","RPS19P3","RN7SL415P","INMT","RN7SL299P","IGKV2.30","LINC00920","OR7E28P","ATXN7L3B","HLX.AS1"
6.63,43.33,66.14,0.09,34.62,42.29,12.19,10.3,34.62,5.19,93.06,3.99,214.09,14.4,24.11,54.53,57.88,16.24,8.84,14.23,9.36,7.27,28.57,12.51,20.49,14.38,5.96,7.01,12.43,10.84,35.72,15.86,2,7.84,121.56,107.61,0.51,55.08,12.5,7.55,393.17,11.06,13.84,21.5,11.89,0.34,5.68,815.73,7.37,9.09,117.77,15.47,6.93,0,26.81,16.95,7.03,0.08,10.87,24.92,7.54,9,138.32,7.89,0.27,19.15,4.15,7.91,1.95,0.16,12.31,3.58,10.36,7.76,2.46,5.2,44.6,22.54,3.84,0.47,0.77,31.65,0.23,4.13,4.51,6.52,18.46,7.14,43.16,41.12,16.75,0.63,14.44,0.02,12.23,15.8,74.11,1.04,0.05,5.25,4.66,1.81,6.64,1.11,11.02,87.25,13.04,17.83,107.63,0.27,0.61,0.1,189.48,4.7,0.1,1.17,0.1,20.8,9.45,4.75,980.23,43.91,0,0.03,4.5,0.02,0.3,0.46,0,26.02,0.45,98.35,2.27,0.13,44.92,0.2
5.44,34.54,55.97,0.08,19.03,48.51,12.4,18.32,43.65,3.35,17.51,4.48,52.89,9.14,19.79,40.52,47.16,7.96,4.93,14.85,7.06,4.58,18.95,13.14,12.47,11.02,4.39,5.6,17.32,12.86,62.12,16.08,1.61,8.32,82.06,103.87,0.91,63.51,16.5,10.87,444.21,1.42,10.42,23.15,10.46,0.41,3.74,736.94,7.89,9.09,78.22,16.06,10.2,0.11,16.85,16.08,4.62,0.31,7.87,23.9,4.59,6.36,105.3,7.21,0.39,21.52,3.25,5.99,2.07,0.16,8.99,4.65,6.08,13.1,2.21,4.87,54.48,25.27,2.6,0.48,0.27,35.13,0.09,2.39,3.76,3.25,19.03,6.88,47.24,35.83,12.17,0.89,12.63,0,9.3,17.72,59.97,0.59,0.05,1.84,5.04,1.14,5.49,3.68,14.91,110.87,7.01,19.31,64.72,0.22,0.84,0,226.64,4.08,0.12,0.64,0,16.71,10.03,0.74,233.65,11.64,0.05,0.03,3.52,0.25,0.52,0.16,0.53,11.41,0,17.97,1.58,0.11,31.61,0.12
4.93,58.54,58.16,0.09,12.47,50.98,9.62,6.51,26.49,3.28,20.92,0.69,33.94,5.71,9.75,53.17,27.42,17.82,5.84,15.32,5.73,5.13,35.82,8.44,9.14,6.83,5.75,3.56,12.57,6.87,21.69,13.57,1.27,7.88,113.27,70.95,0.35,57.36,9.77,10.1,296.31,12.88,7.8,28.59,13.18,1.52,1.7,838.24,5.93,9.96,92.74,13.81,9.77,0.27,22.83,12.32,6.15,0,15.54,18.59,5.93,6.51,53.2,7.28,3.58,26.87,2.55,7.73,2.32,0.14,10.09,4.58,9.37,11.5,3.2,6.84,37.95,14.26,1.65,0.39,0.03,19.16,1.19,2.72,1.11,2.5,22.42,7.21,29.77,26.6,12.73,0.18,11.77,0,13.28,20.96,68.73,0.32,0.07,3.92,2.53,1.58,5.35,2.35,14.57,68.66,8.38,20.18,46.6,0.94,1.43,0.86,108.94,30.56,0.16,0.78,0,16.88,2.25,1,178.07,16.48,0.23,0.04,1.18,0.19,0.32,0.48,0,10.07,0.34,34.37,1.69,0,24.1,0.5
7.79,47.08,65.4,0,22.81,42.62,13.29,3.73,31.27,4.04,90.76,8.81,183.75,17.72,18.83,82.49,62.34,25.1,5.57,10.09,7.55,6.39,28.91,9.32,23.33,17.55,4.95,7.25,10.09,10.86,92.01,16.3,1.47,10.97,145.79,109.13,0.56,47.8,15.06,6.55,458.63,18.08,11.09,22.09,12.37,0.53,3.9,747.81,8.12,7.78,76.63,8.64,9.19,0,26.79,19.7,8.98,0.44,17.58,25.32,7.54,6.64,137.17,11.57,0.5,25.53,4.05,7.92,1.23,0.38,13.1,2.01,7.57,14.48,6.28,7.02,53.02,24.87,3.66,0.43,1.02,41.11,0.39,3.31,2.46,9.02,23.56,6.97,44.24,41.48,15.32,2.45,17,0,13.07,17.71,83.5,1.06,0.17,4.66,4.33,1.64,6.09,1.67,18.53,87.99,7.91,18.74,86.83,0.22,1.68,0,238.19,4.14,0.25,0.78,0,21.93,13.02,2.58,613.84,56.11,0,0.49,5.78,0,2.37,0.5,0.27,20.48,0.28,43.76,3.11,0,36.84,0.24
5.47,67.39,68.74,0.02,35.01,29.12,11.97,9.67,26.9,9.1,46.59,1.46,67.34,11.03,32.84,72.43,42.77,9.49,9.17,32.82,5.48,2.13,31.51,15.07,16.39,8.16,8.59,3.69,12.34,9.8,6.29,10.02,1.58,9.2,134.92,105.66,0.16,83.14,11.55,9.43,414.12,19.14,7.18,19.89,9.55,0.23,9.89,588.65,5.17,12.61,92.25,6.61,8.3,0.12,19.71,5.69,7.4,0.04,7.98,32.99,4.38,5.59,120.82,6.5,0.28,30.26,3.26,7.75,1.67,0.57,9.95,3.1,6.74,6.05,5.45,5.23,36.63,11.98,2.89,1.08,0.09,41.03,0.33,2.39,4.08,1.82,30.16,8.86,29.18,40.73,17.96,0.61,19.23,0,13.4,13.35,81.98,0.92,0.03,15.69,5.37,1.52,5.74,1.67,27.31,99.99,17.26,21.96,64.52,67.73,45.17,36.54,215.42,4.51,27.36,21.4,7.62,12.32,1.76,0.52,100.24,8,0.03,0.02,0.32,0.05,5.38,0.17,5.23,9.76,112.1,25.65,0.79,0,36.63,0.42
6.31,42.16,35.21,0.05,27.27,49.09,12.7,4.77,36.05,4.72,50.63,20.53,115.2,9.73,10.46,49.75,62.04,29.12,9.59,11.32,8.37,8.07,24.93,10.72,11.68,6.09,4.2,3.28,8.62,11.15,135.43,18.56,3.98,8.19,153.31,109.2,0.98,53.88,10.89,9.26,436.45,5.77,11.86,18.95,11.48,0.75,2.65,504.6,5.75,10.57,100.14,9.56,8.69,0.03,28.52,16.45,12.89,0.34,16.67,42.24,5.03,7.48,117.54,11.2,0.21,26.9,4.53,6.62,1.53,0.5,10.02,2.69,14.81,7.15,3.54,9.39,72.11,33.31,2.86,1.15,0.49,39.84,0.19,1.97,3.66,6.92,20.26,6.72,50,53.18,16.33,1.86,13,0,13.46,15.89,67.28,0.52,0.07,4.78,4.23,1.3,4.8,2.42,22.45,73.83,12.48,19.48,44.31,65.68,42.13,28.46,449.49,20.84,14.06,27.18,7.44,19.92,1.82,0.5,166.88,11.98,0.01,0.14,3.81,0.06,6.98,0.83,5.85,11.35,176.57,7.56,1.63,0.08,38.51,0.47
3.62,63.32,40.09,0.05,12.18,33.64,16.51,14.2,42.2,3.25,8.18,2.57,48.21,7.59,12.15,64.04,30.97,7.68,4.5,22.88,4.87,3.47,16.17,5.86,10.7,6.15,5.6,3.07,19.36,5.79,6.97,10.07,1.28,9.71,103.34,77.21,0.23,64.85,13.02,12.11,478.05,16.35,5.26,15.61,6.92,0.05,2.21,578.44,4.4,14.35,96.13,35.61,6.52,0.25,9.15,6.85,3.49,0.25,8.55,26.4,3.91,6.1,53.1,4.88,0.79,21.4,1.99,5,1.25,0.09,5.31,3.37,2.32,7.6,1.83,2.32,22.13,11.31,1.48,0.31,0.08,17.46,0.5,3.53,0.9,2.11,23.12,5.48,36.83,27.71,19.9,0.27,16.17,0,10.92,9.9,65.15,0.77,0,3.03,1.91,1.36,3.07,1.27,11.77,89.06,7.6,14.01,35.94,72,49.03,41.37,808.5,13.32,31.2,23.48,7.03,15.71,0.88,0.08,39.83,1.89,0.02,0,1.35,0.05,7.47,0.76,5.8,9.97,168.82,1.68,0.39,0.03,20.4,0.1
5.51,53.56,64.58,0.02,25.56,46.07,12.12,18.5,36.34,6.8,59.14,5.8,151.46,15.83,32.23,71.17,58.58,21.29,9.52,13.14,9.09,6.81,12.46,10.47,13.44,9.77,4.9,7.1,20.2,15.22,74.82,16.68,1.92,9.97,140.24,121.15,0.99,65.52,12.41,9.93,499.37,5.98,14.79,23.99,12.73,0.38,3.43,855.51,7.35,8.42,116.54,15.8,8.34,0.01,28.54,14.47,6.5,0.02,11.56,28.13,7.25,7.14,105.39,8.61,0.3,25.33,5.22,8.64,2.51,0.73,9.27,2.07,11.75,9.01,4.19,8.75,53.12,30.13,2.9,0.79,0.69,38.06,0.46,2.39,5.02,2.75,21.8,7.85,54.87,45.46,14.72,0.91,17.96,0.03,12.57,16.87,66.68,1.15,0.06,4.57,4.93,1.47,6.56,2.4,15.17,98.05,12.02,12.88,104.92,1.4,3.16,0.69,502.65,10.56,0.18,1.8,0.74,21.09,2.76,0.96,104.7,7.8,0.04,0.11,6.78,0.13,0.58,0.48,0.69,14.54,0.41,3.65,2.42,0.06,38.49,0.73
5.38,52.57,45.21,0.09,18.01,46.97,8.03,13.65,30.87,4.07,17.66,7.67,43.31,4.26,6.58,75.04,55.84,17.03,5.83,12.25,7.23,5.7,27.3,13.36,16.27,4.68,7.92,3.82,13.16,13.59,6.2,14.84,1.72,4.56,109.25,79.2,0.52,50.17,10.85,7.25,322.48,2.34,8.57,17.3,8.02,0.16,3.59,511.92,5.14,7.26,83.39,10.11,5.61,0.06,34.26,24.04,6.85,0.07,14.34,40.67,5.95,9.39,73.1,8.14,0.2,20.8,2.53,7.88,1.53,0.26,6.57,3.47,6.96,5.23,1.97,5.13,49.44,37.4,1.93,0.49,0.04,18.34,0.53,2.48,2.79,1.19,18.42,9.41,38.25,52.7,10.72,0.19,14.8,0,12.46,15.53,69.86,0.33,0.07,3.87,1.19,1.7,3.17,1.62,14.67,86.5,11.81,13.81,27.08,1.5,1.57,0.37,554.66,50.8,0.26,1.71,0.13,16.9,4.64,0.1,49.04,8.53,0.03,0.08,1.63,0.08,0.64,0.93,0.69,13.75,0.28,3.88,1.44,0.12,28.93,0.32
5.98,41.31,68.24,0.05,16.18,38.56,12.41,7.2,35.55,2.13,14.58,8.01,18.47,19.2,12.81,47.47,57.43,9.98,7.06,14.27,7.19,4.64,15.16,7.96,9.3,5.48,4.22,4.6,22.12,18.03,125.63,15.28,1.14,9.09,131.23,66.46,0.67,87.25,19.03,9.73,492.16,7.76,16.12,29.45,12.94,0.25,1.91,489.05,7.49,11.34,112.6,26.2,7.63,0.07,24.62,32.63,9.41,0.11,11.67,42.57,4.73,11.17,59.49,5.81,0.75,26.44,3.88,5.52,2.6,0.23,5.46,2.21,4.09,10.93,0.61,3.34,56.22,23.33,1.5,0.49,0,36.28,0.22,4.11,1.42,3.29,20.81,5.13,68.8,73.71,18.54,1.44,12.29,0.03,15.71,11.85,52.8,0.41,0.05,1.95,3.85,1.23,6.17,1.17,15.04,112.02,23.85,11.86,17.08,1.1,3.2,0.67,554.74,19.11,0.1,1.83,0.21,20.29,4.93,6.22,169.1,685.65,0.02,0.06,2.22,0.44,0,1.21,0.33,6.72,0.57,17.28,1.55,0.03,18.85,0.26
5.09,46.39,32,0.02,16.96,39.59,12.82,7.12,36.83,2.24,3.42,0.8,78.57,12.1,5.89,76.34,43.02,5.79,11.24,8.63,6.19,5.04,23.11,13.43,10.68,22.26,5.15,4.6,21.05,16.85,26.75,13.92,2.08,7.38,119.91,78.45,0.42,60.28,14.51,8.64,575.49,5.5,12.19,14.84,9.73,0.58,1.36,1051.02,6.47,9.2,105.17,20.59,9.03,3.97,21.26,20.52,4.99,0,10.99,27.55,6.63,10.15,108.27,4.57,2.47,17.72,3.83,5.31,1.83,0.17,5.78,5.08,8.7,8.16,2.19,3.26,42.34,23.51,1.57,0.5,0.04,28.78,0.27,2.44,1.92,1.13,16.89,5.68,58.02,32.39,10.5,0.55,16.9,0.01,10.86,16.05,59.42,0.11,0.09,4.53,1.52,1.72,3.1,3.44,12.12,98.1,16.78,15.01,89.17,1.08,2.19,0,513.19,19.5,0.44,1.43,0.23,17.24,6.86,0.08,451.44,53.86,0,0,0.34,0.21,0.93,0.51,0.83,10.19,0.39,9.59,1.3,0.14,19.06,0.22
5.01,33.18,41.58,0.07,9.47,31.77,20.53,12.31,25.51,2.59,13.43,12.29,15.58,4.79,9.42,7.5,27.75,12.67,6.27,7.4,4.87,4.76,13.24,9.22,15.63,2.66,5.29,1.24,25.6,6.37,25.11,16.93,0.96,4.21,65.55,48.77,0.82,43.44,8.97,5.43,240.65,9.41,5.94,13.05,6.72,0.57,3.12,93.2,7.1,6.42,93.29,13.8,7.63,0.15,13.91,16.95,4.06,0.04,5.92,17.25,4.08,6.26,28.91,4.7,1.36,15.39,1.63,5.33,1.77,0.04,6.52,0.93,9.89,8.17,0.35,7.89,15.83,22.01,2.57,1.24,0.02,53,0.99,2.92,4.42,3.06,19.25,6.33,12.72,26.32,14,0.32,7.83,0.01,9.28,11.45,54.45,0.4,0,3.08,8.11,1.43,4.74,1.21,13.42,49.07,9.75,10.17,16.88,68.26,47.28,30.48,382.47,34.49,18.68,26.48,9.65,18.53,0,0,6.55,0.51,0.27,0.09,0.47,0.02,17.97,1.63,8.43,5.69,152.44,0,2.03,0.14,25.37,0.39
3.02,15,20.58,0,4.27,17.96,14.41,30.45,19.42,1.31,14.73,0,0.82,2.28,6.33,3.99,25.29,4.87,3.99,2.71,1.75,3.72,3.55,4.47,13.57,1.93,3.71,3.18,10.98,9.12,9.17,9.96,1.17,1.32,17.07,29.09,0.49,6.44,3.37,2.51,42.9,8.44,4.47,11.68,7.09,0.07,3.5,11.48,6.3,2.68,16.75,2.85,3.04,0.2,6.84,9.52,1.78,0,3.31,7.37,3.2,2.35,20.06,3.25,0.09,6.55,0.3,2.04,1.11,0.02,4.49,0.68,3.1,2.07,0.36,5.11,19.41,7.15,0.7,0.21,0.22,31.69,1.65,0.75,0.75,2.75,15.78,3.28,8.92,14.45,6.94,0.04,2.65,0,5.05,3.29,15.81,0.62,0,2.58,0.37,0.64,2.46,0.92,7.27,13.59,3.67,3.9,0.78,47.54,31.2,14.17,272.65,99.62,5.27,17.81,5.39,8.73,0,0,4.41,0,0.12,0.09,0.03,0.04,48.43,1.16,15.66,8.33,209.84,0,0.77,0,9.46,0.15
6.67,36.31,78.54,0.22,13.93,25,6.38,9.2,28.36,2.74,8.53,2.19,35.08,8.86,18.93,35.74,39.6,10.96,3.64,9.68,4.75,4.73,21.49,9.92,18.52,7.28,6.92,1.7,17.42,9.42,11.08,13.82,1.14,5.83,76.24,74,0.11,41.7,11.62,15.77,316.79,24.76,7.75,25.79,15.87,0.31,2.51,513.77,3.47,6.42,131.35,11.94,8.38,0.02,36.83,10.65,13.91,0.02,10.27,25.82,4.87,5.48,94.8,8,4.32,32.97,2.11,5.07,1.64,0.2,6.81,1.77,5.56,13.78,1.21,7.81,38.3,22.2,1.89,0.56,0.07,19.59,0.24,1.22,0.22,2,23.08,6.25,24,32.55,10.07,0.38,14.41,0.02,12.08,17.21,46.99,0.27,0.04,2.09,1.61,0.9,4.86,2.35,22.58,86.57,14.25,13.22,20.88,0.41,0.64,0,323.5,19.48,0.27,0.79,0,16.45,2.37,0.13,54.37,7.18,0.09,0,0.61,0.28,0.29,0.75,0.5,9.85,0.1,2.28,0.6,0,23.13,0
12.36,30.1,72.26,0.71,30.63,42.98,13.1,3.35,27.26,19.07,18.85,6.89,50.83,11.71,9.55,97.13,28.78,9.87,7.78,6.83,5.87,7.72,20.72,11.62,13.26,50.28,5.41,10.24,19.27,11.27,33.31,18.6,3.42,6.51,59.31,64.33,0.36,41.4,9.37,8.11,237.61,17.69,10.64,22.58,9.16,2.52,1.45,220.04,9.52,8.75,145.39,20.28,6.99,0.14,24.81,76.16,5.85,0.11,11.86,32.78,25.51,15.61,383.24,6.68,0.38,21.9,5.01,5.11,2.8,0.13,12.49,2.76,16.53,7.41,3.04,10,23.91,23.11,3.52,0.21,0.09,51.29,1.25,3.21,4.05,5.06,24.72,8.71,40.5,33.06,17.61,0.46,17.16,0.01,13.99,14.53,65.23,0.79,0.14,3.89,4.46,1.23,7.83,3.43,16.43,58.27,6.15,17.12,21.34,64.81,39.25,31.11,377.99,2.64,18.46,26.74,10.58,20.82,0.09,0.11,75.09,2.62,0.1,0,1.91,0.18,7.91,1.57,4.08,33.56,94.48,1.81,2.21,0.09,26.69,0.28
4.74,45.32,33.57,0,17.03,47.44,6.98,22.12,24.96,1.42,3.46,0.56,9.54,4.33,8.73,24.45,38.23,6.56,8.93,10.54,7.53,6.39,19.32,10.93,7.59,4.11,3.8,4.83,23.31,13,82.31,19.35,1.11,6.48,104.85,83,0.49,58.58,12.29,6.53,265.87,29,8.5,26.74,9.85,0.19,1.71,427.19,7.32,7.54,73.69,15.38,6.38,0.33,23.19,18.56,4.7,0,11.97,16.22,3.62,6.6,22.61,10.64,3.03,19.85,2.53,5.05,1.09,0.01,4.79,1.32,2.99,10.05,0.46,25.61,36.58,24.97,2.34,0.24,0,28.68,1.63,2.19,1.29,1.71,20.75,6.56,26.52,35.34,9.29,0.1,6.22,0,12.94,19.81,65.32,0.3,0.03,2.36,6.41,0.78,4.84,3.1,17.73,64.54,7,13.47,44.23,0.35,0.02,0.19,314.11,21.29,0,1.02,0.2,22.48,2.01,0.88,46.82,3.75,0.31,0,0.36,0.1,0.83,1.02,0.43,4.92,0,1.62,1.78,0.06,41.27,0
6.51,21.24,24.12,0.29,12.36,23.64,11.07,32.03,24.53,9.72,4.71,3.55,36.2,3.6,3.59,48.54,22.93,2.07,3.54,4.55,3.5,4.5,7.75,6.03,8.67,11.49,10.06,3.35,17.03,7.33,2.17,12.23,1.13,4.44,37.94,21.59,0.29,17.7,7.31,8.94,120.44,21.85,5.99,15.1,8.12,0.13,0.65,190.18,8.59,6.5,47.43,18.09,5.17,0.12,8.88,16.73,4.06,0.07,6.88,24.52,9.64,7.19,139.28,2.43,5.15,8.79,1.76,3.46,1.02,0,5.04,1.53,1.86,4.57,1.18,4.49,10.87,16.5,2.11,0.21,0.05,42.12,1.76,1.34,0.09,4.09,15.2,4.8,14.22,18.62,11.18,0.26,10.99,0,7.85,11.54,43.66,0.36,0.05,4.13,0.91,0.86,2.36,0.75,8.54,38.57,4.7,12.73,15.09,17.5,11.14,7.89,1288.52,46.23,2.6,12.87,2.92,13.92,0,0.2,12.69,0.52,0.16,0,0.05,0,16.7,2.42,3.05,11.48,24.55,0,0.49,0,7.36,0
8.48,45.03,44.75,0.09,14.87,53.84,9.02,8,26.8,3.77,16.27,3.61,78.77,7.93,2.86,45,35.26,29.51,5.87,9.05,4.47,3.73,38.29,9.15,10.58,9.55,5.93,4.2,20.68,14.69,35.94,12.1,1.42,7.3,153.08,84.17,2.08,49.27,11.31,8.99,242.71,0.78,6.5,19.54,8.63,0.23,6.4,675.08,5.51,9.92,220.92,12.32,7.69,0.07,29.96,23.74,8.64,0.03,12.13,22.06,4.68,5.77,106.27,6.55,6.58,26.52,2.7,4.65,1.13,0.12,5.69,2.64,9.66,6.28,0.9,9.14,55.84,18.87,1.13,0.48,0,24.97,0.84,3.04,2.57,1.65,21.55,8.87,39.13,37.41,12.58,0.18,17.88,0.07,12.75,19.85,59.54,0.46,0.01,1.93,5.85,0.86,3.64,1.06,17.15,79.3,10.14,27.85,60.65,0.83,1.48,0.25,429.02,23.1,0.23,1.02,0.13,23.19,0.68,0.69,40.67,9.95,0.23,0,1.85,1.07,0.42,0.69,0.25,8.73,0.44,1.39,4.03,0.08,28.64,0.39
4.23,55.03,72.21,0,20.71,44.3,6.66,13.54,19.61,2.26,46.75,10.58,22.86,14.85,11.08,12.34,106.18,26.91,11.86,7.7,8.03,5.59,21.87,14.73,19.73,2.62,4.01,6.21,13.65,6.5,90.28,17.3,0.27,5.2,187.74,135.24,1.07,117.65,13.88,4.9,248.2,18.21,10.65,14.2,9.7,0.03,7.43,208.94,6.67,5.42,40.59,9.64,10.22,0.09,24.68,18.91,9.51,0.34,14.77,16.2,4.16,11.08,21.35,8.15,0.04,28.1,2.24,5.3,0.78,0,9.53,1.54,5.24,12.21,0.31,6.23,71.88,35.51,5.32,0.11,0.13,38.36,0.57,2.15,12.75,2.55,19.43,6.58,35.13,48.95,9.31,0.09,1.73,0,11.33,13.87,67.41,1.43,0.01,3.81,4.51,1.75,3.65,2.02,24.62,106.15,11.97,16.88,20.84,0.23,0.75,0.12,145.98,44.9,0,0.95,0.54,19.97,3.65,3.31,197.14,13.87,0.31,0.15,1.24,0.1,0.41,0.84,0.14,1.92,0.29,2.05,0.66,0,34.89,0.26
7.23,34.26,38.53,0,5.8,20.4,16.46,7.91,19.13,1.48,8.34,0.57,5.36,1.27,6.27,5.27,30.59,4.91,3.58,5.13,2.08,4.6,10.58,5.21,18.72,0.8,4.61,0.53,34.5,8.75,31.18,9.85,1.67,1.38,64.62,32.55,0.84,12.33,7.8,3.57,151.39,9.35,7.24,12.39,7.21,0,0.24,23.99,7.17,3.64,110.65,9.2,5.99,0.27,9.45,15.05,3.72,0.32,5.01,6.8,3.29,6.97,20.73,5.08,3.63,8.52,0.51,2.61,0.73,0,5.63,0.83,3.04,7.43,0.59,3.26,18.03,13.47,2.14,0.57,0,33.26,2.11,0.65,1.28,4.18,14.77,6.13,10.17,18.91,9.09,0,4.22,0,8.44,10.85,55.78,0.53,0.11,5.75,4.11,1.47,2.43,2.02,6.44,39.88,4.49,6.43,6.33,31.29,28.34,6.59,1532.47,130.62,4.62,19.03,3.54,9.56,0,0,27.83,3.12,0,0,1.78,0,15.75,3.09,4.96,6.16,231.79,0.88,0,0,7.15,0
6.89,38.23,49.74,0.05,12.76,31.28,11.01,15.63,21.03,2.65,13.86,0.22,45.22,2.36,9.63,49.92,30.91,5.99,4.9,5.45,3.16,4.63,16.23,7.93,15.21,3.38,7.33,2.47,25.52,14.17,0.77,14.75,1.31,2.78,54.29,29.18,0.13,24.23,6.08,4.5,148.89,11.37,6.65,16.83,7.46,0.23,1.16,819.81,4.91,5.15,104.79,18.3,3.77,0.11,9.23,19.15,2.69,0,5.38,21.12,3.81,7,42.14,3.7,0.63,8.19,1.91,4.75,0.92,0.08,5.98,2.13,5.94,6.74,2.31,4.87,16.05,13.57,1.64,0.35,0.12,23.51,1.69,0.56,0.69,2.58,12.1,6.85,25.35,21.41,9.03,0.21,14.35,0,8.38,8.75,65.76,0.26,0,2.32,2.75,0.97,3.3,1.63,9.1,53.58,8.89,9.12,52.62,32.96,21.97,11.11,1165.69,38.29,3.56,17.62,8.05,14.76,9.11,2.39,90.74,6.66,0.11,0,1.25,0.36,19.02,0.9,3.2,5.8,49.24,8.78,0.63,0,22.8,0
2.95,42.41,63.95,0.32,22.66,30.36,10.47,11.32,20.61,0.81,18.41,0.58,8.73,7.32,8.96,15.59,46.62,11.63,0.73,10.7,4.73,2.98,55.15,19.02,15.55,0.9,2.36,1.79,20.81,10.15,1.35,14.73,1.19,15.79,94.15,102.4,0.5,38.39,13.24,5.67,251.72,13.52,7.11,29.1,16.51,0.59,2.43,508.84,4.13,12.09,89.2,30.63,6.3,0.05,12.61,10.49,25.35,0,8.91,24.22,3.72,3.69,30.21,5.69,7.49,23.5,1.36,3.92,1.06,0.01,7.76,2.94,32.21,3.63,0.35,2.9,67.84,25.02,2.43,0.25,0.02,7.75,0.05,3.4,1.21,2.12,23.05,6.02,33.16,97.82,13.74,0.08,6.69,0,8.96,11.77,62.95,0.12,0.01,3.58,2.1,0.48,3.12,1.46,9.04,69.6,10.26,19.83,12.33,0.43,1.41,0.46,539.59,21.83,0.12,2.25,0.49,15.54,3.41,0.09,42.21,2.08,0.12,0,0,0.17,0.76,0.71,0.58,1.83,0.54,1.18,1.22,0,23.99,0.06
